Date,Weekday,Voucher Total,Emails geaccepteerd,Emails unieke opens,Traffic Total,Traffic split desktop,Traffic split mobile,Traffic split tablet,Som van Kosten,Som van Klikken,Order volumes total,Avg. Temperature,sunshine_duration_in_min,rain_time_in_min,Marketing_campagne_cat,Multi-cat_type,Spc dag pos aanloop,Spc dag pos,Spc dag neg,TV,Radio,ATL - Media
23-Dec-15,Woensdag,11678,8480,3150,48096,,,,7851.99,14721,38193,11,204,24,,,Kerst,,,,,
24-Dec-15,Donderdag,3632,13153,4624,36492,,,,3421.42,7043,10860,10,174,60,,,Kerst,,,,,
25-Dec-15,Vrijdag,1711,7209,2608,17307,,,,1767.88,3452,5414,10,12,132,,,,1e kerstdag,,,,
26-Dec-15,Zaterdag,2330,8061,2895,13732,,,,1658.96,3220,7445,13,258,0,,,,2e kerstdag,,,,
27-Dec-15,Zondag,5254,146319,43713,24437,,,,2847.88,5442,15618,12,0,0,,,,,,,,
28-Dec-15,Maandag,8722,1056586,303809,38181,,,,4027.23,7465,22511,9,336,0,,,,,,,,
29-Dec-15,Dinsdag,8490,11654,4894,30288,,,,3986.74,7275,21282,8,144,0,,,,,,,,
30-Dec-15,Woensdag,7273,7236,2632,37561,,,,3564.14,6586,17110,7,384,0,,,,,,,,
31-Dec-15,Donderdag,3126,8370,3046,53804,,,,2571.31,4544,7378,8,270,102,,,,Oudjaarsdag,,,,
1-Jan-16,Vrijdag,2831,12757,5153,30715,,,,2113.61,3985,6757,4,0,0,,,,,Nieuwjaarsdag,,,
2-Jan-16,Zaterdag,4107,11096,4664,24638,,,,2607.14,4824,9043,5,18,420,,,,,,,,
3-Jan-16,Zondag,6651,122298,35889,34729,,,,3120.76,6170,14998,7,120,672,,,,,,,,
4-Jan-16,Maandag,10729,1083859,268504,45153,,,,4544.5,8610,19982,6,0,690,,,,,,,,
5-Jan-16,Dinsdag,9464,11882,5105,32878,,,,4251.63,8386,18500,7,0,42,,,,,,,,
6-Jan-16,Woensdag,9629,6477,2381,40123,,,,4336.6,8482,17526,3,0,24,,,,,,,,
7-Jan-16,Donderdag,8940,5710,2155,30730,,,,4127.55,8312,16151,6,0,348,,,,,,,,
8-Jan-16,Vrijdag,7977,10336,4472,26713,,,,3635.99,7417,13122,5,354,0,,,,,,,,
9-Jan-16,Zaterdag,4031,11633,4948,18264,,,,2683.27,5252,8155,6,30,30,,,,,,,,
10-Jan-16,Zondag,6769,79316,25974,23870,,,,3386.52,7019,13454,7,174,132,,,,,,,,
11-Jan-16,Maandag,13026,1125309,269648,42095,,,,4533.18,9285,21976,5,0,120,,,,,,,,
12-Jan-16,Dinsdag,10386,13975,6131,42845,,,,4159.66,8750,18010,6,108,432,,,,,,,,
13-Jan-16,Woensdag,9874,6206,2396,34482,,,,4310.4,8518,17779,5,96,198,,,,,,,,
14-Jan-16,Donderdag,9340,8255,3317,31451,,,,4361.05,8464,16078,4,0,606,,,,,,,,
15-Jan-16,Vrijdag,8973,95114,29140,35003,,,,3757.13,7676,15060,2,24,0,,,,,,,,
16-Jan-16,Zaterdag,4181,11537,4910,23090,,,,2626.7,5343,8148,3,174,72,,,,,,,,
17-Jan-16,Zondag,6897,52564,16803,36919,,,,3124.24,6682,14098,-1,360,0,,,,,,,,
18-Jan-16,Maandag,13576,1071631,232651,51451,,,,4892.38,9505,22282,-3,414,0,,,,,,,,
19-Jan-16,Dinsdag,10910,13934,6337,40069,,,,4341.21,8889,18836,-3,132,0,,,,,,,,
20-Jan-16,Woensdag,11190,6907,2643,40447,,,,4611.26,9253,18956,1,48,0,,,,,,,,
21-Jan-16,Donderdag,9993,8774,3549,33832,,,,4042.57,8543,17717,-1,30,0,,,,,,,,
22-Jan-16,Vrijdag,9265,8696,3427,40521,,,,3783.85,7661,15987,1,258,300,,,,,,,,
23-Jan-16,Zaterdag,4604,9523,4036,20435,,,,2568.92,5428,8702,7,246,0,,,,,,,,
24-Jan-16,Zondag,8810,83595,23932,26024,,,,3529.84,7806,18258,8,0,282,,,,,,,,
25-Jan-16,Maandag,17202,997831,221308,46587,,,,4657.4,9741,29650,11,288,0,,,,,,,,
26-Jan-16,Dinsdag,9230,9159,3839,30413,,,,5540.21,9444,15456,9,150,186,,,,,,,,
27-Jan-16,Woensdag,9861,54984,16722,30947,,,,5634.19,9676,17167,11,0,630,,,,,,,,
28-Jan-16,Donderdag,9874,1024992,235253,35812,,,,4928.84,8963,16051,7,432,54,,,,,,,,
29-Jan-16,Vrijdag,8589,16716,6858,25770,,,,4405.55,8599,13395,9,0,258,,,,,,,,
30-Jan-16,Zaterdag,4316,11166,4468,18548,,,,3619.23,7364,7516,7,0,720,,,,,,,,
31-Jan-16,Zondag,7263,75198,21617,34434,,,,4495.02,10131,13559,7,36,468,,,,,,,,
1-Feb-16,Maandag,11987,1090754,260745,55723,,,,7387.62,14560,19835,12,0,126,,,,,,,,
2-Feb-16,Dinsdag,10840,10649,4521,51800,,,,6941.21,14068,18106,9,132,24,,,,,,,,
3-Feb-16,Woensdag,11067,7158,2709,61021,,,,6927.54,14822,18459,5,306,162,,,,,,,,
4-Feb-16,Donderdag,10517,8077,3179,48627,,,,6356.45,13510,17655,5,18,306,,,,,,,,
5-Feb-16,Vrijdag,9412,12912,5205,41147,,,,5947.03,11849,15520,9,18,150,,,,,,,,
6-Feb-16,Zaterdag,4598,10415,4224,28337,,,,4625.4,9867,8783,9,0,30,,,,,,,,
7-Feb-16,Zondag,7516,76070,43456,33773,,,,6613.3,14043,14097,9,216,264,,,,,,,,
8-Feb-16,Maandag,15015,1086534,203557,95334,,,,10392.69,21473,24296,9,210,612,,,,,,,,
9-Feb-16,Dinsdag,15268,6178,2290,89346,,,,11970.79,25055,24250,5,0,378,,,Valentijnsdag,,,,,
10-Feb-16,Woensdag,17774,166735,20863,78937,,,,14300.16,28260,28332,5,168,336,,,Valentijnsdag,,,,,
11-Feb-16,Donderdag,22292,980712,207623,86924,,,,17755.56,34431,34334,4,402,6,,,Valentijnsdag,,,,,
12-Feb-16,Vrijdag,27408,966602,112623,86456,,,,20781.6,37713,42015,3,216,0,,,Valentijnsdag,,,,,
13-Feb-16,Zaterdag,14598,979257,177078,72155,,,,19637.16,32498,24045,2,222,144,,,Valentijnsdag,,,,,
14-Feb-16,Zondag,8179,100916,78633,52130,,,,8894.2,17595,15220,1,0,1410,,,,Valentijnsdag,,,,
15-Feb-16,Maandag,10577,12171,4831,33632,,,,5021.41,11531,18584,2,330,6,,,,,,,,
16-Feb-16,Dinsdag,9770,18120,7056,28384,,,,4402.86,9277,15823,0,516,0,,,,,,,,
17-Feb-16,Woensdag,10150,76706,27422,27043,,,,4461.57,9840,16583,-1,504,0,,,,,,,,
18-Feb-16,Donderdag,10047,1104521,234621,31952,,,,4280.71,9287,16275,1,12,306,,,,,,,,
19-Feb-16,Vrijdag,8673,13933,5551,24108,,,,3611.01,9057,13554,4,306,120,,,,,,,,
20-Feb-16,Zaterdag,4227,12612,5164,18276,,,,2751.37,6560,8207,8,0,738,,,,,,,,
21-Feb-16,Zondag,6911,11983,4944,23270,,,,3743.46,8927,13864,10,0,474,,,,,,,,
22-Feb-16,Maandag,11109,89224,26900,29285,,,,4747.35,10494,18601,7,0,348,,,,,,,,
23-Feb-16,Dinsdag,12823,1059328,225068,45051,,,,4565.48,9526,20822,4,360,84,,,,,,,,
24-Feb-16,Woensdag,11157,8718,3147,39724,,,,4368.99,9382,19318,2,360,36,,,,,,,,
25-Feb-16,Donderdag,10059,10853,3834,40655,,,,4153.37,8783,17394,2,306,54,,,,,,,,
26-Feb-16,Vrijdag,8929,13339,4554,39961,,,,3809.84,8376,15481,2,102,0,,,,,,,,
27-Feb-16,Zaterdag,4173,11908,4464,25130,,,,2655.11,5658,8850,2,570,0,,,,,,,,
28-Feb-16,Zondag,6969,9083,3487,26215,,,,3491.67,7913,14755,2,510,0,,,,,,,,
29-Feb-16,Maandag,10840,24678,7793,29916,,,,5006.72,10104,18887,1,582,0,,,,,,,,
1-Mar-16,Dinsdag,11620,1097700,234846,39009,,,,5112.98,10279,20268,2,0,450,,,,,,,,
2-Mar-16,Woensdag,10857,2810,1214,28780,,,,5039.96,9905,19618,5,216,330,,,,,,,,
3-Mar-16,Donderdag,9413,8024,3013,36232,,,,4567.37,9464,16944,4,444,42,,,,,,,,
4-Mar-16,Vrijdag,9437,10643,4091,28029,,,,4380.04,9506,16274,1,30,570,,,,,,,,
5-Mar-16,Zaterdag,4270,9404,3595,16740,,,,2996.84,6187,9277,1,222,18,,,,,,,,
6-Mar-16,Zondag,7045,9773,3799,23320,,,,3960.46,8168,15432,3,150,114,,,,,,,,
7-Mar-16,Maandag,23962,1143422,248417,68873,,,,6039.35,11458,44416,3,276,90,,,,,,,,
8-Mar-16,Dinsdag,10102,7885,2923,47980,,,,5919.49,10322,18086,4,312,0,,,,,,,,
9-Mar-16,Woensdag,10397,6742,2293,31083,,,,5918.33,10287,18143,4,264,0,,,,,,,,
10-Mar-16,Donderdag,9519,8352,2971,35024,,,,5454.81,10080,15789,4,528,0,,,,,,,,
11-Mar-16,Vrijdag,8810,10180,3611,27206,,,,4858.86,8886,14454,3,570,0,,,,,,,,
12-Mar-16,Zaterdag,3804,6397,2382,17741,,,,3374.2,6135,7495,3,618,0,,,,,,,,
13-Mar-16,Zondag,6510,82897,21793,30188,,,,4381.62,8371,12992,4,600,0,,,,,,,,
14-Mar-16,Maandag,12370,1081476,233234,46145,,,,6043.93,10949,20429,4,612,0,,,,,,,,
15-Mar-16,Dinsdag,11213,9321,3709,31908,,,,5858.44,10842,18792,5,102,0,,,,,,,,
16-Mar-16,Woensdag,10581,4652,1919,35416,,,,10843.98,10433,17544,4,570,0,,,,,,,,
17-Mar-16,Donderdag,9474,6852,2645,29292,,,,13106.26,9532,15897,6,612,0,,,,,,,,
18-Mar-16,Vrijdag,9500,7138,2685,27678,,,,5079.9,9941,14921,5,0,0,,,,,,,,
19-Mar-16,Zaterdag,4343,8412,3223,17637,,,,3859.33,6582,8462,6,0,0,,,,,,,,
20-Mar-16,Zondag,7247,8659,3412,25048,,,,4804.68,9123,14185,7,138,114,,,,,,,,
21-Mar-16,Maandag,13475,1159006,217898,39208,,,,6839.28,12162,21572,7,0,66,,,,,,,,
22-Mar-16,Dinsdag,9627,10152,3938,26628,,,,4609.18,9774,16197,8,54,6,,,,,,,,
23-Mar-16,Woensdag,10510,66379,18420,26584,,,,4813.91,9728,17317,8,168,72,,,,,,,,
24-Mar-16,Donderdag,11111,1102489,215732,42954,,,,4515.83,9385,18252,8,0,24,,,,,,,,
25-Mar-16,Vrijdag,9127,14533,5374,25958,,,,4336.97,9255,15188,7,102,522,,,,,Goede vrijdag,,,
26-Mar-16,Zaterdag,2934,11716,4044,13964,,,,2470.04,4999,5701,10,612,0,,,,,,,,
27-Mar-16,Zondag,3366,9758,3427,27522,,,,2481.46,5487,6888,9,216,306,,,,,1e Paasdag,,,
28-Mar-16,Maandag,8214,115544,34261,33117,,,,4109,8195,17177,10,372,72,,,,,2e Paasdag,,,
29-Mar-16,Dinsdag,13237,1049235,240414,55394,,,,5192.14,10420,25357,8,228,348,,,,,,,,
30-Mar-16,Woensdag,11865,16175,10494,40589,,,,5226.2,10355,22392,8,480,30,,,,,,,,
31-Mar-16,Donderdag,11174,6889,2542,35022,,,,4572.54,10084,20921,8,90,0,,,,,,,,
1-Apr-16,Vrijdag,9017,10364,3914,32239,,,,3522.48,7742,16560,7,624,0,,,,,,,,
2-Apr-16,Zaterdag,4216,10368,3931,16881,,,,2329.18,5578,8753,10,84,0,,,,,,,,
3-Apr-16,Zondag,7164,75958,20339,19560,,,,2916.66,7113,16699,15,366,198,,,,,,,,
4-Apr-16,Maandag,11959,1125122,232331,35884,,,,4630.34,9484,20649,12,306,168,,,,,,,,
5-Apr-16,Dinsdag,10733,10581,3957,29952,,,,4661.63,9800,18722,11,120,246,,,,,,,,
6-Apr-16,Woensdag,10641,7669,2920,39661,,,,4740.01,10069,18445,9,126,156,,,,,,,,
7-Apr-16,Donderdag,9796,6520,2490,35306,,,,4414.16,9404,16551,7,342,144,,,,,,,,
8-Apr-16,Vrijdag,8771,7364,2875,29024,,,,3673.53,8358,14789,7,144,150,,,,,,,,
9-Apr-16,Zaterdag,3723,7326,2677,15628,,,,2361.72,5221,7747,9,498,0,,,,,,,,
10-Apr-16,Zondag,6170,73811,19556,28569,,,,3094.81,7072,13195,11,636,150,,,,,,,,
11-Apr-16,Maandag,10795,1120687,224825,36637,,,,4257.54,9306,18540,13,762,0,,,,,,,,
12-Apr-16,Dinsdag,9766,11761,4112,28504,,,,4218.58,9174,16809,12,402,126,,,,,,,,
13-Apr-16,Woensdag,9479,8379,2957,28716,,,,4413.27,9463,16799,9,480,0,,,,,,,,
14-Apr-16,Donderdag,9150,5252,2020,35659,,,,4176.98,8821,15570,11,462,0,,,,,,,,
15-Apr-16,Vrijdag,8987,7760,2884,29017,,,,4006.61,8778,15239,10,96,648,,,,,,,,
16-Apr-16,Zaterdag,3927,6210,2287,18129,,,,2546.8,5535,8458,9,306,120,,,,,,,,
17-Apr-16,Zondag,7065,77464,23112,32815,,,,3452.21,7594,15173,6,504,150,,,,,,,,
18-Apr-16,Maandag,14736,1113731,288653,54329,,,,5013.48,11253,25173,8,402,0,,,,,,,,
19-Apr-16,Dinsdag,11560,8486,3220,54507,,,,5266.12,11175,20207,10,522,0,,,,,,,,
20-Apr-16,Woensdag,11216,13106,3859,44434,,,,5470.22,11608,20014,9,684,0,,,,,,,,
21-Apr-16,Donderdag,15330,1160891,221511,45947,,,,4878.29,10847,26308,10,762,0,,,,,,,,
22-Apr-16,Vrijdag,8488,7438,2643,34853,,,,4360.77,8684,13833,9,276,0,,,,,,,,
23-Apr-16,Zaterdag,4004,7004,2345,21149,,,,3698.47,7080,7848,6,444,180,,,,,,,,
24-Apr-16,Zondag,6813,76982,18044,25025,,,,4980.29,9579,14144,5,564,66,,,,,,,,
25-Apr-16,Maandag,11496,472228,121011,52615,,,,7378.48,13346,19453,5,102,198,,,,,,,,
26-Apr-16,Dinsdag,8332,7064,2547,35897,,,,6425.53,11267,14311,5,246,294,,,,,,,,
27-Apr-16,Woensdag,6595,6141,2266,31070,,,,4870.23,8481,12716,6,414,162,,,,,Koninginnedag/Koningsdag,,,
28-Apr-16,Donderdag,14575,6664,2488,52024,,,,6941.16,12846,25880,6,582,54,,,,,,,,
29-Apr-16,Vrijdag,15722,7881,2790,48225,,,,7342.5,13231,27072,7,84,282,,,,,,,,
30-Apr-16,Zaterdag,12093,5925,2186,39007,,,,5788.57,10520,21940,8,348,0,,,,,,,,
1-May-16,Zondag,13390,179414,38489,42952,,,,6785.15,12308,25786,8,714,0,,,,,,,,
2-May-16,Maandag,22832,1316819,274596,74691,,,,8889.38,17739,39910,12,630,6,,,Moederdag,,,,,
3-May-16,Dinsdag,23814,11062,4027,70095,,,,9959.23,19410,41349,10,762,108,,,Moederdag,,,,,
4-May-16,Woensdag,18538,983197,91227,70914,,,,10506.9,18792,31625,10,612,0,,,Moederdag,,,,,
5-May-16,Donderdag,13585,9231,3197,55191,,,,8502.98,14859,23031,13,828,0,,,Moederdag,,"Bevrijdingsdag, Hemelvaart",,,
6-May-16,Vrijdag,21856,1165712,221185,79213,,,,16039.2,21768,35022,16,840,0,,,Moederdag,,,,,
7-May-16,Zaterdag,14173,1127420,212775,66667,,,,19596.33,22372,24977,20,852,0,,,Moederdag,,,,,
8-May-16,Zondag,6574,60007,37046,35670,,,,5796.44,10541,12447,20,852,0,,,,Moederdag,,,,
9-May-16,Maandag,10321,93150,26059,32282,,,,4468.36,9692,18263,20,786,0,,,,,,,,
10-May-16,Dinsdag,13690,969557,220690,39762,,,,4374.62,10076,23374,19,54,0,,,,,,,,
11-May-16,Woensdag,11162,8533,2892,29605,,,,4157.12,9487,20966,20,498,0,,,,,,,,
12-May-16,Donderdag,10105,7774,2652,26150,,,,3720.08,8590,17911,20,822,0,,,,,,,,
13-May-16,Vrijdag,8797,11175,3854,25055,,,,3229.26,7745,14856,15,810,0,,,,,,,,
14-May-16,Zaterdag,4243,9326,3165,17627,,,,2512.89,5500,8562,9,372,0,,,,,,,,
15-May-16,Zondag,5147,64599,10441,17580,,,,2582.77,5652,12298,9,438,6,,,,,1e Pinksterdag,,,
16-May-16,Maandag,8316,11549,4224,22170,,,,3490.12,7443,17014,9,252,30,,,,,2e Pinksterdag,,,
17-May-16,Dinsdag,10507,1107265,208525,45898,,,,4583.97,9400,18886,12,402,0,,,,,,,,
18-May-16,Woensdag,10428,8087,2901,47488,,,,4751.72,9333,19566,14,180,18,,,,,,,,
19-May-16,Donderdag,9680,7122,2343,42418,,,,4484.53,9167,17664,13,60,24,,,,,,,,
20-May-16,Vrijdag,9008,11569,3888,31797,,,,4373.5,9248,15675,14,60,60,,,,,,,,
21-May-16,Zaterdag,3949,11205,4033,22899,,,,2781.03,5532,8090,18,264,0,,,,,,,,
22-May-16,Zondag,7501,95648,14431,34893,,,,3701.62,7826,16696,16,12,612,,,,,,,,
23-May-16,Maandag,14183,1069414,224955,44543,,,,5497.3,10856,23784,12,6,948,,,,,,,,
24-May-16,Dinsdag,10941,8594,3357,31344,,,,4857.33,9793,19295,11,90,0,,,,,,,,
25-May-16,Woensdag,11370,89161,22542,29702,,,,5014.72,10371,19602,12,12,24,,,,,,,,
26-May-16,Donderdag,13265,1061589,191184,43462,,,,4325.16,9396,19975,14,408,0,,,,,,,,
27-May-16,Vrijdag,9148,7382,2693,31216,,,,3690.94,7869,15691,16,426,0,,,,,,,,
28-May-16,Zaterdag,3873,7897,2899,21115,,,,2318.6,5074,7385,18,438,0,,,,,,,,
29-May-16,Zondag,7504,7826,2978,26534,,,,3834.4,7651,15633,17,108,36,,,,,,,,
30-May-16,Maandag,11584,10788,4106,39508,,,,5308.3,10764,21597,16,0,192,,,,,,,,
31-May-16,Dinsdag,10675,158306,38868,42479,,,,4965.32,10136,19006,18,402,0,,,,,,,,
1-Jun-16,Woensdag,10682,7947,2776,35992,,,,5175.58,10147,20572,19,342,24,,,,,,,,
2-Jun-16,Donderdag,10981,997956,177420,49734,,,,4685.06,9296,19379,15,0,0,,,,,,,,
3-Jun-16,Vrijdag,8843,9789,3454,27578,,,,3983.77,8233,15554,16,210,0,,,,,,,,
4-Jun-16,Zaterdag,3481,6738,2263,15125,,,,2223.95,4785,7116,20,486,6,,,,,,,,
5-Jun-16,Zondag,6055,90167,23668,18189,,,,2836.3,5957,13164,20,900,0,,,,,,,,
6-Jun-16,Maandag,12092,1008024,195602,47707,,,,4830.58,9620,23855,19,876,0,,,,,,,,
7-Jun-16,Dinsdag,11019,197091,53669,42029,,,,4759.11,9395,22031,20,486,0,,,,,,,,
8-Jun-16,Woensdag,10994,6305,2187,31616,,,,4572.49,9972,21462,16,384,0,,,,,,,,
9-Jun-16,Donderdag,10134,9172,3146,28829,,,,4115.8,10052,19723,15,900,0,,,,,,,,
10-Jun-16,Vrijdag,9164,13992,5202,38128,,,,4564.55,10079,17417,16,486,0,,,,,,,,
11-Jun-16,Zaterdag,4792,10643,3954,23847,,,,3570.97,7767,10451,16,168,264,,,,,,,,
12-Jun-16,Zondag,8325,79732,21994,27818,,,,5049.17,10724,19475,17,48,156,,,,,,,,
13-Jun-16,Maandag,13227,1034068,197204,52047,,,,7327.28,14880,23633,16,84,90,,,,,,,,
14-Jun-16,Dinsdag,12478,14754,5681,51639,,,,7614.64,15094,22706,15,126,294,,,Vaderdag,,,,,
15-Jun-16,Woensdag,13855,9906,3748,52315,,,,7884.23,16160,24360,15,234,114,,,Vaderdag,,,,,
16-Jun-16,Donderdag,21071,1112171,227344,78129,,,,10831.49,22297,33799,16,462,228,,,Vaderdag,,,,,
17-Jun-16,Vrijdag,17607,80968,20042,56694,,,,9600.77,19736,28655,15,138,312,,,Vaderdag,,,,,
18-Jun-16,Zaterdag,9543,1039956,172474,43134,,,,7488.29,15977,17119,14,282,66,,,Vaderdag,,,,,
19-Jun-16,Zondag,7307,36185,20759,28149,,,,4058.69,9575,14937,15,378,0,,,,Vaderdag,,,,
20-Jun-16,Maandag,12740,119556,36666,36110,,,,6301.79,12699,23998,16,12,540,,,,,,,,
21-Jun-16,Dinsdag,11695,1004426,235827,38754,,,,4958.91,10725,20460,17,108,114,,,,,,,,
22-Jun-16,Woensdag,9972,6346,2085,28212,,,,4731.46,9955,18336,20,582,0,,,,,,,,
23-Jun-16,Donderdag,9283,7821,2566,37607,,,,4115.29,8593,15674,22,240,330,,,,,,,,
24-Jun-16,Vrijdag,8564,10532,3542,25399,,,,3941.98,7693,14942,19,294,18,,,,,,,,
25-Jun-16,Zaterdag,4182,4860,1791,19720,,,,3124.35,5682,8579,15,192,150,,,,,,,,
26-Jun-16,Zondag,7044,91020,21670,23433,,,,3858.89,7489,14959,15,336,144,,,,,,,,
27-Jun-16,Maandag,11527,1018001,188840,43230,,,,6010.06,11740,20603,15,228,120,,,,,,,,
28-Jun-16,Dinsdag,10989,9326,3459,35913,,,,5290.02,10489,19552,17,282,78,,,,,,,,
29-Jun-16,Woensdag,11259,6619,2314,36426,,,,5411.93,12125,19974,16,234,180,,,,,,,,
30-Jun-16,Donderdag,11203,26830,7144,37707,,,,5172.94,11843,20758,16,78,192,,,,,,,,
1-Jul-16,Vrijdag,10434,8067,2705,38894,,,,4696.7,11024,18876,17,18,102,,,,,,,,
2-Jul-16,Zaterdag,4478,9316,3221,29235,,,,3237.42,7631,9190,15,576,54,,,,,,,,
3-Jul-16,Zondag,7136,8430,3114,25022,,,,4034.55,8869,16115,15,474,234,,,,,,,,
4-Jul-16,Maandag,10911,215087,58375,31339,,,,5432.35,10643,19838,17,792,0,,,,,,,,
5-Jul-16,Dinsdag,11517,889439,173362,55268,,,,6481.24,11702,21419,15,216,72,,,,,,,,
6-Jul-16,Woensdag,10299,7538,2625,30559,,,,5772.51,10719,18730,15,732,90,,,,,,,,
7-Jul-16,Donderdag,9621,7401,2575,33662,,,,5516.2,9532,17274,17,438,0,,,,,,,,
8-Jul-16,Vrijdag,9053,122947,33799,27862,,,,5130.64,9046,15618,18,126,150,,,,,,,,
9-Jul-16,Zaterdag,3990,10369,3942,18073,,,,3370.68,5698,7940,20,306,0,,,,,,,,
10-Jul-16,Zondag,6054,9874,3778,21412,,,,3908.5,6541,12909,21,456,0,,,,,,,,
11-Jul-16,Maandag,12315,956994,227844,42122,,,,6133.93,10472,23143,19,372,0,,,,,,,,
12-Jul-16,Dinsdag,10960,11011,4319,34718,,,,5796.85,10127,21101,17,294,228,,,,,,,,
13-Jul-16,Woensdag,10569,5179,1743,37425,,,,5560.03,9795,19722,15,234,108,,,,,,,,
14-Jul-16,Donderdag,9534,31082,14730,39312,,,,4934.27,9084,17982,15,468,0,,,,,,,,
15-Jul-16,Vrijdag,7908,11181,4028,30439,,,,3408.05,6879,14191,17,630,0,,,,,,,,
16-Jul-16,Zaterdag,4093,4074,1691,19812,,,,2288.13,4525,8612,20,96,0,,,,,,,,
17-Jul-16,Zondag,5812,9342,3546,18796,,,,2713.11,5468,12911,20,462,0,,,,,,,,
18-Jul-16,Maandag,10312,1067566,190332,38283,,,,3546.74,7262,18093,20,804,0,,,,,,,,
19-Jul-16,Dinsdag,8480,11447,4211,34918,,,,3090.68,6445,15427,23,894,0,,,,,,,,
20-Jul-16,Woensdag,8517,5271,1655,23574,,,,3033.57,6450,15943,25,660,0,,,,,,,,
21-Jul-16,Donderdag,11146,1062682,186703,30332,,,,2950.46,6855,20349,22,678,0,,,,,,,,
22-Jul-16,Vrijdag,7646,11449,4205,21119,,,,3021.63,6143,13449,21,276,216,,,,,,,,
23-Jul-16,Zaterdag,3989,8854,3324,15449,,,,1812.44,4245,7841,21,414,0,,,,,,,,
24-Jul-16,Zondag,5477,114168,21576,16056,,,,2241.37,5092,11221,21,294,0,,,,,,,,
25-Jul-16,Maandag,10058,957485,188615,36613,,,,3734.51,8012,18556,18,228,18,,,,,,,,
26-Jul-16,Dinsdag,9032,13660,4951,33561,,,,3593.53,7808,16425,18,396,0,,,,,,,,
27-Jul-16,Woensdag,9353,8226,2509,31433,,,,3885.68,8175,17885,18,186,378,,,,,,,,
28-Jul-16,Donderdag,8786,7825,2598,39296,,,,3681.25,7894,14911,19,294,36,,,,,,,,
29-Jul-16,Vrijdag,8324,9759,3444,31444,,,,3332.03,7267,13643,18,114,54,,,,,,,,
30-Jul-16,Zaterdag,4389,14860,5623,19670,,,,2014.3,4645,8613,18,72,174,,,,,,,,
31-Jul-16,Zondag,6498,99822,25430,32710,,,,2574.84,5958,13315,17,354,36,,,,,,,,
1-Aug-16,Maandag,12036,973587,176340,46328,,,,3776.26,8314,21738,17,504,66,,,,,,,,
2-Aug-16,Dinsdag,10188,12501,4717,33625,,,,4053.21,8573,18519,17,6,726,,,,,,,,
3-Aug-16,Woensdag,9862,17445,6374,30869,,,,3815.12,8346,19198,19,156,372,,,,,,,,
4-Aug-16,Donderdag,14267,1052311,204112,39433,,,,3575.43,8257,24152,17,300,0,,,,,,,,
5-Aug-16,Vrijdag,7348,11639,4133,22894,,,,2991.98,6468,12323,18,636,0,,,,,,,,
6-Aug-16,Zaterdag,3599,8215,3002,14365,,,,1765.06,3858,6726,16,450,120,,,,,,,,
7-Aug-16,Zondag,5372,80542,17846,17080,,,,2430.2,5165,11150,18,204,0,,,,,,,,
8-Aug-16,Maandag,9360,1248958,215070,32352,,,,3492.13,7748,16764,17,408,36,,,,,,,,
9-Aug-16,Dinsdag,8279,9788,3541,26398,,,,3228.81,7222,15804,14,438,174,,,,,,,,
10-Aug-16,Woensdag,8376,14491,4670,23376,,,,3161.62,7254,15358,13,642,90,,,,,,,,
11-Aug-16,Donderdag,8793,9937,3430,24793,,,,3596.46,7610,15166,14,0,738,,,,,,,,
12-Aug-16,Vrijdag,7556,8950,3119,33619,,,,3287.89,6619,13199,19,240,138,,,,,,,,
13-Aug-16,Zaterdag,3816,11676,3879,17920,,,,2104.91,4451,7268,18,168,0,,,,,,,,
14-Aug-16,Zondag,5452,119582,26898,25558,,,,2622.35,5331,11994,17,246,0,,,,,,,,
15-Aug-16,Maandag,10136,936347,165713,34103,,,,4843.88,8837,17478,16,738,0,,,,,,,,
16-Aug-16,Dinsdag,8780,10876,3539,26696,,,,4492.51,8226,15733,16,786,0,,,,,,,,
17-Aug-16,Woensdag,8513,23311,6849,27135,,,,4211.05,8141,16037,17,798,0,,,,,,,,
18-Aug-16,Donderdag,8581,12410,4070,36496,,,,4513.08,8249,14892,18,792,0,,,,,,,,
19-Aug-16,Vrijdag,8564,13866,4869,29324,,,,4728.14,8555,14944,18,294,102,,,,,,,,
20-Aug-16,Zaterdag,4280,12053,4067,20461,,,,3246.7,5585,7987,18,456,36,,,,,,,,
21-Aug-16,Zondag,7744,196695,38720,29220,,,,4591.99,8651,16542,17,264,336,,,,,,,,
22-Aug-16,Maandag,12014,1093252,231860,47405,,,,6227.58,11081,21934,18,246,342,,,,,,,,
23-Aug-16,Dinsdag,9141,9357,3173,32513,,,,4975.94,8913,16901,21,780,0,,,,,,,,
24-Aug-16,Woensdag,9166,15310,5100,34031,,,,4723.3,8499,16565,23,780,0,,,,,,,,
25-Aug-16,Donderdag,9007,12196,3848,30399,,,,4114.57,8000,15767,24,780,0,,,,,,,,
26-Aug-16,Vrijdag,8760,14534,4884,23954,,,,3647.2,7509,14779,22,684,0,,,,,,,,
27-Aug-16,Zaterdag,4003,13032,4351,15386,,,,2443.78,4499,7729,22,582,24,,,,,,,,
28-Aug-16,Zondag,7359,92474,21427,21579,,,,3427.12,6816,14816,21,456,18,,,,,,,,
29-Aug-16,Maandag,12797,1186486,211157,46869,,,,6118.24,10617,23304,17,342,18,,,,,,,,
