Date,Weekday,Voucher Total,Emails geaccepteerd,Emails unieke opens,Traffic Total,Traffic split desktop,Traffic split mobile,Traffic split tablet,Som van Kosten,Som van Klikken,Order volumes total,Avg. Temperature,sunshine_duration_in_min,rain_time_in_min,Marketing_campagne_cat,Multi-cat_type,Spc dag pos aanloop,Spc dag pos,Spc dag neg,TV,Radio,ATL - Media
16-Apr-15,Donderdag,7981,,,21509,,,,3360.97,6898,13391,10,588,0,,,,,,,,
17-Apr-15,Vrijdag,7412,415,155,22185,,,,2986.53,6486,11671,9,450,0,,,,,,,,
18-Apr-15,Zaterdag,2365,,,8730,,,,1459.41,3238,4425,9,750,0,,,,,,,,
19-Apr-15,Zondag,5489,5025,2456,19436,,,,2687.18,5638,9888,8,492,0,,,,,,,,
20-Apr-15,Maandag,10190,174497,47161,27554,,,,3356.05,7512,17402,11,756,0,,,,,,,,
21-Apr-15,Dinsdag,13023,893553,190097,37763,,,,3473.25,7349,21466,10,774,0,,,,,,,,
22-Apr-15,Woensdag,9155,1862,711,24618,,,,3768.98,7992,16605,9,186,0,,,,,,,,
23-Apr-15,Donderdag,8005,3063,1212,20966,,,,3590.12,7227,13296,9,528,0,,,,,,,,
24-Apr-15,Vrijdag,7198,7383,3413,18793,,,,3395.17,6405,13127,12,642,0,,,,,,,,
25-Apr-15,Zaterdag,3718,3995,2089,17342,,,,3463.76,5358,7220,12,162,336,,,,,,,,
26-Apr-15,Zondag,4906,6075,3026,26374,,,,3939.88,6175,10717,11,60,72,,,,,,,,
27-Apr-15,Maandag,5415,0,0,18470,,,,3020.64,5381,10223,8,696,0,,,,,Koninginnedag/Koningsdag,,,
28-Apr-15,Dinsdag,9534,594652,174080,34599,,,,5116.3,9752,16407,6,618,12,,,,,,,,
29-Apr-15,Woensdag,9993,1102,452,37816,,,,5724.11,10068,17700,9,258,102,,,,,,,,
30-Apr-15,Donderdag,9825,540009,90201,38226,,,,6078.27,10395,16517,10,588,0,,,,,,,,
1-May-15,Vrijdag,8481,6489,2960,32641,,,,5065.22,8598,13972,9,576,0,,,,,,,,
2-May-15,Zaterdag,3881,3709,1832,18845,,,,3846.75,5424,7961,10,642,0,,,,,,,,
3-May-15,Zondag,7235,362763,105411,37516,,,,6055.51,9245,14893,13,156,186,,,,,,,,
4-May-15,Maandag,10387,969622,242227,45175,,,,6997.93,11121,17331,15,324,210,,,Moederdag,,,,,
5-May-15,Dinsdag,12305,3125,1241,43821,,,,8916.79,13182,20587,15,486,156,,,Moederdag,,Bevrijdingsdag,,,
6-May-15,Woensdag,15945,201260,61148,70416,,,,13898.69,17190,25198,12,492,48,,,Moederdag,,,,,
7-May-15,Donderdag,21448,1115663,257398,82714,,,,16923.08,20959,31342,12,432,84,,,Moederdag,,,,,
8-May-15,Vrijdag,24520,1000467,108527,78232,,,,19686.95,23569,34850,14,354,24,,,Moederdag,,,,,
9-May-15,Zaterdag,15421,1222971,280357,73770,,,,18323.84,22896,23468,13,114,132,,,Moederdag,,,,,
10-May-15,Zondag,6415,13083,5704,36628,,,,3992.71,6979,11650,13,822,0,,,,Moederdag,,,,
11-May-15,Maandag,9839,12557,5651,31066,,,,4284.16,7613,15436,18,630,0,,,,,,,,
12-May-15,Dinsdag,10330,21550,8960,28983,,,,4684.53,8398,15856,15,420,0,,,,,,,,
13-May-15,Woensdag,8246,757564,224171,29848,,,,3929.7,6784,13108,13,600,0,,,,,,,,
14-May-15,Donderdag,7779,5321,2190,22500,,,,3148.74,5909,12708,11,510,0,,,,,Hemelvaart,,,
15-May-15,Vrijdag,9849,611691,142602,27602,,,,3401.76,6345,14592,9,516,0,,,,,,,,
16-May-15,Zaterdag,4197,9829,4523,18042,,,,2636.16,4540,7769,11,132,204,,,,,,,,
17-May-15,Zondag,6393,9482,4478,22208,,,,3362.62,5949,11625,12,588,0,,,,,,,,
18-May-15,Maandag,10011,11363,5369,27341,,,,5030.14,8609,17184,11,90,198,,,,,,,,
19-May-15,Dinsdag,13919,1256990,289591,53854,,,,4761.52,8280,22530,10,432,114,,,,,,,,
20-May-15,Woensdag,9472,6932,2763,28675,,,,4693.92,8117,15569,11,636,12,,,,,,,,
21-May-15,Donderdag,8971,8898,3481,26877,,,,3570.73,7131,13704,12,720,0,,,,,,,,
22-May-15,Vrijdag,8086,16000,6665,22642,,,,3190.08,6255,12753,15,216,0,,,,,,,,
23-May-15,Zaterdag,3111,10028,4426,14252,,,,1819.16,3856,5498,12,384,60,,,,,,,,
24-May-15,Zondag,3006,9984,4437,11799,,,,1768.59,3437,5920,13,828,60,,,,,1e Pinksterdag,,,
25-May-15,Maandag,8028,84474,22996,28487,,,,3139.98,6779,14446,12,198,60,,,,,2e Pinksterdag,,,
26-May-15,Dinsdag,12496,1197774,269197,36462,,,,4057.59,8274,20146,12,336,0,,,,,,,,
27-May-15,Woensdag,10969,3207,1217,28618,,,,3985.86,8309,19158,14,390,0,,,,,,,,
28-May-15,Donderdag,10401,4419,1779,32639,,,,3950.09,8374,18855,13,396,42,,,,,,,,
29-May-15,Vrijdag,9418,10638,4851,25858,,,,3608.96,7382,15370,11,54,150,,,,,,,,
30-May-15,Zaterdag,4313,9699,4468,15520,,,,1857.81,4280,7829,11,828,0,,,,,,,,
31-May-15,Zondag,11896,1196903,233499,31756,,,,3450.33,6911,21949,13,18,462,,,,,,,,
1-Jun-15,Maandag,9343,360,192,26197,,,,4624.19,8448,15438,13,336,0,,,,,,,,
2-Jun-15,Dinsdag,9298,127443,38548,27250,,,,4966.02,8711,16034,15,0,252,,,,,,,,
3-Jun-15,Woensdag,9695,1137198,277515,44558,,,,4241.97,7863,15889,14,354,0,,,,,,,,
4-Jun-15,Donderdag,7384,10612,4238,23023,,,,3498.23,6190,11448,16,906,0,,,,,,,,
5-Jun-15,Vrijdag,6473,13528,5110,20740,,,,3049.18,5307,10046,21,678,90,,,,,,,,
6-Jun-15,Zaterdag,3147,10566,4043,12991,,,,2017.89,3414,6395,16,804,0,,,,,,,,
7-Jun-15,Zondag,5580,9396,4081,21898,,,,3121.59,5177,10893,14,852,0,,,,,,,,
8-Jun-15,Maandag,9762,565,343,29151,,,,5899.37,9475,16362,13,792,0,,,,,,,,
9-Jun-15,Dinsdag,9490,123955,35555,27814,,,,5784.34,9643,16007,12,342,0,,,,,,,,
10-Jun-15,Woensdag,9764,1131008,253459,34818,,,,5461.05,9130,16915,15,714,0,,,,,,,,
11-Jun-15,Donderdag,13171,5632,2238,30554,,,,6172.68,10663,20941,18,906,0,,,,,,,,
12-Jun-15,Vrijdag,9048,10980,4536,22649,,,,4324.63,7402,14479,22,816,0,,,,,,,,
13-Jun-15,Zaterdag,4272,8074,3537,15528,,,,2975.32,4780,7956,18,228,42,,,,,,,,
14-Jun-15,Zondag,6839,9145,3989,22737,,,,4242.7,7073,13547,15,30,0,,,,,,,,
15-Jun-15,Maandag,12442,1143329,266070,44584,,,,8123.92,11547,20495,13,834,0,,,,,,,,
16-Jun-15,Dinsdag,11408,12040,5146,44082,,,,6924.3,10680,18471,11,282,0,,,Vaderdag,,,,,
17-Jun-15,Woensdag,11614,6508,2245,35423,,,,5756,10312,18730,16,510,120,,,Vaderdag,,,,,
18-Jun-15,Donderdag,14535,1255548,261376,46454,,,,6067.66,10806,22442,14,294,30,,,Vaderdag,,,,,
19-Jun-15,Vrijdag,14104,14869,5492,36177,,,,6322.14,10841,20762,13,84,282,,,Vaderdag,,,,,
20-Jun-15,Zaterdag,7163,1215608,243212,32910,,,,4769.5,8406,11707,13,18,0,,,Vaderdag,,,,,
21-Jun-15,Zondag,6122,10399,4324,27957,,,,2688.24,5250,11888,14,174,150,,,,Vaderdag,,,,
22-Jun-15,Maandag,9890,12330,5105,29672,,,,4782.44,7579,16861,13,84,234,,,,,,,,
23-Jun-15,Dinsdag,9358,8110,3552,26528,,,,4763.33,7940,16615,13,216,78,,,,,,,,
24-Jun-15,Woensdag,10544,1237267,383038,35561,,,,3945.02,7055,17078,16,444,0,,,,,,,,
25-Jun-15,Donderdag,8379,6137,2239,23746,,,,3288,5890,13944,18,726,0,,,,,,,,
26-Jun-15,Vrijdag,7530,9845,3793,20143,,,,2738.6,5219,11928,21,216,0,,,,,,,,
27-Jun-15,Zaterdag,3263,6450,2743,12475,,,,1622.84,2930,6426,18,618,0,,,,,,,,
28-Jun-15,Zondag,6048,81143,20528,20197,,,,2212.29,4158,11763,17,246,0,,,,,,,,
29-Jun-15,Maandag,11681,1153170,249837,38690,,,,3151.43,5719,22113,18,552,0,,,,,,,,
30-Jun-15,Dinsdag,9025,10627,4542,24318,,,,2835.77,5425,16900,21,918,0,,,,,,,,
1-Jul-15,Woensdag,8478,4951,1815,21326,,,,2644.49,5212,15064,26,912,0,,,,,,,,
2-Jul-15,Donderdag,8280,4248,1531,29048,,,,2655.08,5466,14792,25,678,78,,,,,,,,
3-Jul-15,Vrijdag,7273,7317,3025,19824,,,,2242.51,4840,12620,24,846,0,,,,,,,,
4-Jul-15,Zaterdag,3296,7869,3269,11825,,,,1261.5,2611,6579,26,582,0,,,,,,,,
5-Jul-15,Zondag,6353,4990,2373,22625,,,,2121.67,4413,12937,20,348,0,,,,,,,,
6-Jul-15,Maandag,9225,76098,19692,26748,,,,3406.83,6891,16728,19,654,0,,,,,,,,
7-Jul-15,Dinsdag,9646,687045,171244,35788,,,,3385.77,7197,16471,20,438,0,,,,,,,,
8-Jul-15,Woensdag,9318,4829,1899,27129,,,,3506.01,7491,16171,16,192,306,,,,,,,,
9-Jul-15,Donderdag,8108,5884,2275,26820,,,,3065.2,6801,14027,14,570,144,,,,,,,,
10-Jul-15,Vrijdag,6802,11056,4615,22097,,,,2451.74,5346,11738,17,846,0,,,,,,,,
11-Jul-15,Zaterdag,3088,8564,3735,12174,,,,1348.04,2948,5908,20,606,0,,,,,,,,
12-Jul-15,Zondag,5766,3385,1730,19331,,,,2251.62,4912,11640,18,12,132,,,,,,,,
13-Jul-15,Maandag,9242,9555,4088,24006,,,,3436.43,7244,16441,17,6,582,,,,,,,,
14-Jul-15,Dinsdag,9119,1233137,253793,28227,,,,3294.33,6897,16531,18,102,258,,,,,,,,
15-Jul-15,Woensdag,8908,478,256,29451,,,,3151.54,6605,15814,18,54,96,,,,,,,,
16-Jul-15,Donderdag,7462,6146,2249,23060,,,,2534.14,5438,12328,20,738,0,,,,,,,,
17-Jul-15,Vrijdag,7223,1226671,237804,27511,,,,2177.49,4752,11879,22,456,54,,,,,,,,
18-Jul-15,Zaterdag,3338,8741,3693,12553,,,,1417.23,2938,6201,18,624,0,,,,,,,,
19-Jul-15,Zondag,5588,8817,3678,21472,,,,2248.86,4741,12051,16,276,390,,,,,,,,
20-Jul-15,Maandag,9977,1219512,240565,29966,,,,3088.32,6372,16564,18,216,24,,,,,,,,
21-Jul-15,Dinsdag,7699,9654,3934,20507,,,,2708.41,5616,13800,21,684,0,,,,,,,,
22-Jul-15,Woensdag,7402,4467,1570,19146,,,,2701.31,5455,13153,20,510,0,,,,,,,,
23-Jul-15,Donderdag,9033,1212204,225339,23958,,,,2611.66,5468,15882,18,600,0,,,,,,,,
24-Jul-15,Vrijdag,6522,10117,4288,16863,,,,2307.43,5052,10865,18,60,18,,,,,,,,
25-Jul-15,Zaterdag,3793,7594,3317,12853,,,,1876.71,3834,7590,15,102,396,,,,,,,,
26-Jul-15,Zondag,4903,8172,3640,15609,,,,1996.38,4229,9967,15,414,360,,,,,,,,
27-Jul-15,Maandag,7925,,,20865,,,,3176.72,6594,13765,17,174,294,,,,,,,,
28-Jul-15,Dinsdag,11622,1214806,239060,47150,,,,3267.64,6611,20075,15,144,510,,,,,,,,
29-Jul-15,Woensdag,7896,,,24978,,,,3498.37,6228,13337,14,588,108,,,,,,,,
30-Jul-15,Donderdag,7246,3357,1110,19979,,,,3298.85,5937,12626,14,576,42,,,,,,,,
31-Jul-15,Vrijdag,6070,8300,3601,16100,,,,2580.37,4805,10474,13,636,0,,,,,,,,
1-Aug-15,Zaterdag,2913,9201,4005,10294,,,,1329.71,2711,5670,15,750,0,,,,,,,,
2-Aug-15,Zondag,4410,7785,3263,15508,,,,1685.87,3507,8403,18,726,0,,,,,,,,
3-Aug-15,Maandag,7000,107187,25635,28276,,,,2753.71,5280,11899,22,774,0,,,,,,,,
4-Aug-15,Dinsdag,8667,1101169,233654,30147,,,,2983.42,6263,14694,18,312,222,,,,,,,,
5-Aug-15,Woensdag,6690,4267,1588,18743,,,,2563.8,5464,11880,19,618,0,,,,,,,,
6-Aug-15,Donderdag,6806,4822,1795,17074,,,,2172.83,4959,11967,21,690,0,,,,,,,,
7-Aug-15,Vrijdag,6140,8559,3500,18362,,,,2064.33,4569,10963,21,678,0,,,,,,,,
8-Aug-15,Zaterdag,3165,7565,3095,12039,,,,1337.01,3050,5908,19,654,0,,,,,,,,
9-Aug-15,Zondag,4707,7128,3015,22777,,,,1661.29,3856,9344,19,462,0,,,,,,,,
10-Aug-15,Maandag,12729,1211995,269932,37750,,,,2872.72,6517,21412,20,288,0,,,,,,,,
11-Aug-15,Dinsdag,9062,14174,6720,24403,,,,2951.57,6509,15718,20,210,0,,,,,,,,
12-Aug-15,Woensdag,8701,2811,1007,21644,,,,3416.73,6269,15016,20,348,0,,,,,,,,
13-Aug-15,Donderdag,11007,1204830,255898,38955,,,,3086.18,6089,18361,22,642,60,,,,,,,,
14-Aug-15,Vrijdag,8489,3665,1467,31728,,,,3893.99,6788,14245,21,216,132,,,,,,,,
15-Aug-15,Zaterdag,4600,7969,3598,20107,,,,3082.26,5067,8651,18,138,360,,,,,,,,
16-Aug-15,Zondag,7825,8123,3741,33524,,,,3533.46,6531,15282,15,0,930,,,,,,,,
17-Aug-15,Maandag,9454,,,31991,,,,5814.5,9049,15688,14,0,1188,,,,,,,,
18-Aug-15,Dinsdag,9446,1214642,264545,37137,,,,5598.57,8365,15957,15,48,270,,,,,,,,
19-Aug-15,Woensdag,7949,,,23465,,,,4554.94,6997,13365,17,246,0,,,,,,,,
20-Aug-15,Donderdag,7922,6072,2494,21566,,,,4307.22,6677,13290,18,564,0,,,,,,,,
21-Aug-15,Vrijdag,7369,5637,2191,19986,,,,3998.25,6146,11874,20,468,0,,,,,,,,
22-Aug-15,Zaterdag,3087,8175,3501,11839,,,,2366.92,3410,5029,21,684,0,,,,,,,,
23-Aug-15,Zondag,5503,7964,3435,17907,,,,3180.9,5268,10880,20,516,234,,,,,,,,
24-Aug-15,Maandag,10249,85995,23120,30021,,,,5837.06,8744,18276,18,288,96,,,,,,,,
25-Aug-15,Dinsdag,10657,1121057,229808,38355,,,,5845.92,8963,18547,17,234,426,,,,,,,,
26-Aug-15,Woensdag,10008,,,27464,,,,5127.85,8943,16771,20,258,114,,,,,,,,
27-Aug-15,Donderdag,9872,,,25990,,,,4904.92,8838,16314,16,12,378,,,,,,,,
28-Aug-15,Vrijdag,8090,,,28565,,,,3983.72,7318,12928,15,510,12,,,,,,,,
29-Aug-15,Zaterdag,3370,9715,3898,15391,,,,2358.32,4027,6301,17,738,30,,,,,,,,
30-Aug-15,Zondag,6057,9440,3909,25780,,,,3057.84,5588,11778,20,438,282,,,,,,,,
31-Aug-15,Maandag,12027,1191391,227289,38759,,,,5415.76,9018,20273,21,270,186,,,,,,,,
1-Sep-15,Dinsdag,9026,17745,7004,26374,,,,4521.35,8228,15232,16,300,0,,,,,,,,
2-Sep-15,Woensdag,9085,4961,1763,32890,,,,4235.57,7947,16083,13,354,78,,,,,,,,
3-Sep-15,Donderdag,9873,1187281,259074,33407,,,,3889.67,7684,16469,12,348,12,,,,,,,,
4-Sep-15,Vrijdag,8231,4309,1518,25569,,,,3605.27,6899,12939,14,90,714,,,,,,,,
5-Sep-15,Zaterdag,3704,8605,3522,18314,,,,2176.73,4197,7535,13,252,150,,,,,,,,
6-Sep-15,Zondag,6039,9736,4102,21046,,,,3025.82,5588,12344,13,258,174,,,,,,,,
7-Sep-15,Maandag,9611,167080,49469,28260,,,,4446.05,8114,16697,14,210,138,,,,,,,,
8-Sep-15,Dinsdag,10608,1037337,217899,33468,,,,4419.21,7858,17210,14,18,0,,,,,,,,
9-Sep-15,Woensdag,8922,5736,2030,23542,,,,4002.19,7250,14285,13,672,0,,,,,,,,
10-Sep-15,Donderdag,8492,6870,2570,22282,,,,3612.06,6789,14594,14,660,0,,,,,,,,
11-Sep-15,Vrijdag,7588,11047,4587,19489,,,,3610.31,6240,11823,14,720,0,,,,,,,,
12-Sep-15,Zaterdag,3630,9983,4336,13399,,,,2544.71,4169,6431,16,78,198,,,,,,,,
13-Sep-15,Zondag,6031,10129,4329,27789,,,,3477.47,5965,12072,17,426,0,,,,,,,,
14-Sep-15,Maandag,10145,129745,30437,40022,,,,6099.31,9106,17740,15,216,258,,,,,,,,
15-Sep-15,Dinsdag,10400,1086214,235720,52681,,,,5595.36,8981,17130,13,180,72,,,,,,,,
16-Sep-15,Woensdag,9965,5358,1967,34491,,,,5695.48,9598,16573,15,42,264,,,,,,,,
17-Sep-15,Donderdag,8847,6243,2292,30160,,,,4577.43,8473,14518,14,30,396,,,,,,,,
18-Sep-15,Vrijdag,7855,11406,4740,23029,,,,4228.63,7358,11991,14,360,0,,,,,,,,
19-Sep-15,Zaterdag,3464,9383,3958,15237,,,,2602.59,4442,6443,13,126,36,,,,,,,,
20-Sep-15,Zondag,5921,9729,4163,20598,,,,3485.81,6085,10568,14,216,0,,,,,,,,
21-Sep-15,Maandag,10378,28409,7815,27410,,,,6061.85,9403,17494,15,312,144,,,,,,,,
22-Sep-15,Dinsdag,12693,1121661,234329,35416,,,,5814,9119,23146,13,186,186,,,,,,,,
23-Sep-15,Woensdag,11214,5687,2029,28207,,,,5230.9,8811,21537,13,282,174,,,,,,,,
24-Sep-15,Donderdag,9951,7326,2816,27394,,,,4797.5,8541,17825,13,36,210,,,,,,,,
25-Sep-15,Vrijdag,8436,12019,4912,23062,,,,4160.74,7190,15323,12,252,0,,,,,,,,
26-Sep-15,Zaterdag,3725,11505,5004,19010,,,,2409.35,4099,7466,10,378,0,,,Broer en zussen dag,,,,,
27-Sep-15,Zondag,6441,11180,4834,30799,,,,3370.7,6026,13205,11,498,0,,,Broer en zussen dag,,,,,
28-Sep-15,Maandag,14697,1195499,250832,38230,,,,5623.59,9152,29400,11,150,0,,,Broer en zussen dag,,,,,
29-Sep-15,Dinsdag,9177,11741,4789,30815,,,,5275.86,8344,15884,12,630,0,,,Broer en zussen dag,,,,,
30-Sep-15,Woensdag,9115,6280,2340,26469,,,,5262.85,8359,15816,12,636,0,,,,Broer en zussen dag,,,,
1-Oct-15,Donderdag,8482,7140,2689,29737,,,,4232.5,7398,14614,11,630,0,,,,,,,,
2-Oct-15,Vrijdag,7429,13492,5703,22161,,,,3828.79,6609,12214,10,630,0,,,,,,,,
3-Oct-15,Zaterdag,3344,9232,3881,16108,,,,2452.36,4284,6275,10,432,0,,,,,,,,
4-Oct-15,Zondag,5806,9676,4093,21252,,,,3475.8,6154,12442,10,516,0,,,,,,,,
5-Oct-15,Maandag,9826,101578,30566,26931,,,,5505.26,9214,17597,13,204,120,,,,,,,,
6-Oct-15,Dinsdag,10555,1101085,263965,34103,,,,5370.83,9270,17357,15,24,396,,,,,,,,
7-Oct-15,Woensdag,9229,5953,2083,25491,,,,5780.27,9645,15780,15,54,126,,,,,,,,
8-Oct-15,Donderdag,8917,6753,2371,23097,,,,4887.19,8540,14724,12,114,36,,,,,,,,
9-Oct-15,Vrijdag,7626,11609,4777,19639,,,,4388.8,7272,12392,10,420,0,,,,,,,,
10-Oct-15,Zaterdag,3330,9856,4046,12898,,,,2578.99,4463,5741,11,414,0,,,,,,,,
11-Oct-15,Zondag,5672,9325,4008,25578,,,,3182.91,5918,11266,7,588,0,,,,,,,,
12-Oct-15,Maandag,10966,238278,71489,31759,,,,5514.01,9245,17894,5,492,0,,,,,,,,
13-Oct-15,Dinsdag,12537,975536,225588,40840,,,,5107.01,8935,20117,4,102,0,,,,,,,,
14-Oct-15,Woensdag,10562,6186,2265,34970,,,,4823.92,8504,17790,5,0,432,,,,,,,,
15-Oct-15,Donderdag,9409,6410,2305,34342,,,,4369.01,8070,15453,6,0,690,,,,,,,,
16-Oct-15,Vrijdag,8515,11678,4844,37845,,,,4071.51,7401,13630,8,0,696,,,,,,,,
17-Oct-15,Zaterdag,3914,10540,4588,29511,,,,2380.51,4530,7083,8,0,288,,,,,,,,
18-Oct-15,Zondag,6340,10252,4354,26190,,,,3127.32,5919,12531,8,48,0,,,,,,,,
19-Oct-15,Maandag,15646,1187911,234502,40314,,,,4576.88,8674,24762,11,0,0,,,,,,,,
20-Oct-15,Dinsdag,7933,11342,4747,25681,,,,4509.97,7912,13236,10,42,54,,,,,,,,
21-Oct-15,Woensdag,8110,6065,2204,25025,,,,4310.18,7890,13650,10,0,444,,,,,,,,
22-Oct-15,Donderdag,8625,1206809,275833,31530,,,,4058.08,7730,13897,12,0,486,,,,,,,,
23-Oct-15,Vrijdag,7040,7681,3163,21452,,,,3544.31,6671,11349,11,24,0,,,,,,,,
24-Oct-15,Zaterdag,3446,8161,3322,14579,,,,2102.44,4311,6733,12,54,30,,,,,,,,
25-Oct-15,Zondag,5757,93562,28005,28415,,,,2840.73,5891,10798,10,456,60,,,,,,,,
26-Oct-15,Maandag,12709,1122417,291696,42378,,,,4644.59,8636,19888,11,540,0,,,,,,,,
27-Oct-15,Dinsdag,9805,10958,4660,27951,,,,4401.49,7994,15718,11,492,0,,,,,,,,
28-Oct-15,Woensdag,9861,27243,8302,25941,,,,4716,8094,16177,11,48,0,,,,,,,,
29-Oct-15,Donderdag,11339,1174030,253832,30936,,,,4235.77,7619,17713,11,282,0,,,,,,,,
30-Oct-15,Vrijdag,9074,4802,1922,22536,,,,3903.38,6792,13706,10,372,0,,,,,,,,
31-Oct-15,Zaterdag,4072,8781,3564,13569,,,,2344.11,4203,7175,10,534,0,,,,,,,,
1-Nov-15,Zondag,6152,3542,1509,20179,,,,3248.86,5886,11498,8,480,0,,,,,,,,
2-Nov-15,Maandag,9661,5128,2146,26408,,,,5885.29,9462,16575,7,510,0,,,,,,,,
3-Nov-15,Dinsdag,10287,1216755,279685,44218,,,,5574.7,9224,17188,9,456,0,,,,,,,,
4-Nov-15,Woensdag,9674,5947,2222,30622,,,,5826.67,9544,16077,12,18,0,,,,,,,,
5-Nov-15,Donderdag,9012,7997,3036,26977,,,,5333.39,9014,15276,13,0,396,,,,,,,,
6-Nov-15,Vrijdag,8140,10994,4197,23178,,,,4788.03,7895,13636,16,12,462,,,,,,,,
7-Nov-15,Zaterdag,3763,9649,4057,15359,,,,3174.76,4988,7111,16,12,84,,,,,,,,
8-Nov-15,Zondag,6559,94318,25780,30523,,,,4210.8,7090,12625,13,168,30,,,,,,,,
9-Nov-15,Maandag,11199,1132691,257368,44337,,,,6827.72,10776,19538,14,42,390,,,,,,,,
10-Nov-15,Dinsdag,9651,10886,4491,30973,,,,6351.45,9912,15845,15,0,168,,,,,,,,
11-Nov-15,Woensdag,9081,6150,2265,30402,,,,5738.35,9343,16111,13,0,126,,,,,,,,
12-Nov-15,Donderdag,8646,7525,2880,32493,,,,5152.57,8836,14846,13,210,0,,,,,,,,
13-Nov-15,Vrijdag,8195,11009,4529,39367,,,,4829.04,8035,13856,11,234,96,,,,,,,,
14-Nov-15,Zaterdag,3451,8589,3513,22046,,,,2908.77,4653,6621,10,30,522,,,,,,,,
15-Nov-15,Zondag,6415,128312,27114,27268,,,,4440.8,7548,13450,14,0,372,,,,,,,,
16-Nov-15,Maandag,10583,1100227,235208,40045,,,,6738.94,10767,19273,13,0,162,,,,,,,,
17-Nov-15,Dinsdag,8860,10762,4401,28597,,,,5698.01,9580,15878,14,12,708,,,,,,,,
18-Nov-15,Woensdag,10000,89190,27102,34520,,,,5387.14,9238,17616,13,144,72,,,,,,,,
19-Nov-15,Donderdag,17537,1117629,245323,49284,,,,5014.21,9264,33463,11,0,246,,,,,,,,
20-Nov-15,Vrijdag,7008,7088,2847,25210,,,,4494.28,7665,11545,8,0,108,,,,,,,,
21-Nov-15,Zaterdag,3366,8463,3546,16080,,,,2929.32,5264,6477,4,66,432,,,,,,,,
22-Nov-15,Zondag,5831,10090,4378,30438,,,,4087.58,7369,14267,3,162,18,,,,,,,,
23-Nov-15,Maandag,9557,169773,47827,33498,,,,6107.28,10232,18782,3,252,0,,,,,,,,
24-Nov-15,Dinsdag,10342,1175112,261457,39793,,,,6374.93,10953,21469,4,0,774,,,,,,,,
25-Nov-15,Woensdag,9496,6054,2146,30188,,,,5973.25,10230,19366,5,54,246,,,,,,,,
26-Nov-15,Donderdag,8435,10844,3474,28663,,,,5798.21,9709,18859,4,324,12,,,,,,,,
27-Nov-15,Vrijdag,7983,11135,4466,26840,,,,5203.79,8540,16408,5,0,114,,,,,,,,
28-Nov-15,Zaterdag,3581,9520,3867,17419,,,,3654.34,6377,7988,7,282,552,,,,,,,,
29-Nov-15,Zondag,6757,75360,19467,26884,,,,5432.85,9161,18158,10,0,420,,,,,,,,
30-Nov-15,Maandag,11013,602881,133162,41440,,,,7835.84,12319,27856,10,0,762,,,,,,,,
1-Dec-15,Dinsdag,10436,655834,145167,50965,,,,7310.07,11992,26785,10,0,186,,,Sinterklaas,,,,,
2-Dec-15,Woensdag,9549,96286,25803,35040,,,,7114.56,11594,26927,11,0,0,,,Sinterklaas,,,,,
3-Dec-15,Donderdag,9704,1159694,258672,60660,,,,6436.28,10567,32085,10,84,0,,,Sinterklaas,,,,,
4-Dec-15,Vrijdag,7666,11317,4197,37950,,,,5390.55,8780,22476,9,384,264,,,Sinterklaas,,,,,
5-Dec-15,Zaterdag,3698,9453,3710,28364,,,,3865.73,6202,15574,8,42,0,,,,Sinterklaas,,,,
6-Dec-15,Zondag,7718,116437,31788,42058,,,,6098.43,9900,39355,11,36,168,,,,,,,,
7-Dec-15,Maandag,12613,1172643,258384,81328,,,,9365.5,13607,42930,11,66,162,,,,,,,,
8-Dec-15,Dinsdag,10932,11158,4728,69287,,,,8999.65,13332,40612,10,204,216,,,,,,,,
9-Dec-15,Woensdag,10832,164368,41208,54154,,,,9427.61,13482,42318,8,372,0,,,Kerst,,,,,
10-Dec-15,Donderdag,11103,1118859,228852,56717,,,,9180.08,13519,43826,6,12,24,,,Kerst,,,,,
11-Dec-15,Vrijdag,9665,12488,5169,49804,,,,8925.15,12657,38714,7,0,564,,,Kerst,,,,,
12-Dec-15,Zaterdag,5413,9790,3984,36594,,,,7432.05,10009,29768,8,54,252,,,Kerst,,,,,
13-Dec-15,Zondag,11035,187648,51207,57047,,,,11408.85,15386,61964,7,108,168,,,Kerst,,,,,
14-Dec-15,Maandag,17756,1098324,245555,68720,,,,13921.96,17411,79508,8,42,0,,,Kerst,,,,,
15-Dec-15,Dinsdag,12352,11287,4742,54087,,,,15146.46,16664,56267,7,234,0,,,Kerst,,,,,
16-Dec-15,Woensdag,12806,203330,48431,57149,,,,16293.33,19675,65287,11,12,618,,,Kerst,,,,,
17-Dec-15,Donderdag,12450,1075742,212783,61870,,,,13693.48,17511,63344,14,282,24,,,Kerst,,,,,
18-Dec-15,Vrijdag,11832,17197,7094,61372,,,,13472.33,17423,57364,12,0,24,,,Kerst,,,,,
19-Dec-15,Zaterdag,8209,123804,26904,43788,,,,11654.59,13848,45141,12,12,6,,,Kerst,,,,,
20-Dec-15,Zondag,13138,1135114,216985,70923,,,,15329.61,17804,81514,12,114,72,,,Kerst,,,,,
21-Dec-15,Maandag,17415,136314,33281,69648,,,,17659.42,22833,81235,10,90,300,,,Kerst,,,,,
22-Dec-15,Dinsdag,18431,1114879,217942,71734,,,,15301.48,21087,68726,13,0,120,,,Kerst,,,,,
