Date,Target,Weekday,Avg temp,Sunshine_minutes,Rain_minutes,Voucher orders,Traffic,SEA Cost,SEA Clicks,Emails accepted,Emails open,Spc dag pos aanloop,Spc dag pos,Spc dag neg
08-12-13,32587,zondag,8,30,36,8040,27261,4706.44,9761,156386,46593,,,
09-12-13,38580,maandag,9,162,0,10462,39471,8247,12198,931806,215657,Kerst,,
10-12-13,37052,dinsdag,4,408,0,9763,33254,7893.68,11549,,,Kerst,,
11-12-13,46644,woensdag,1,246,0,11677,43854,7969.67,11865,1073358,261226,Kerst,,
12-12-13,46667,donderdag,2,348,0,9299,33898,7549.61,11023,,,Kerst,,
13-12-13,48399,vrijdag,2,186,0,8600,31057,7164.32,10427,,,Kerst,,
14-12-13,,zaterdag,6,150,258,5911,26796,7457.85,9539,,,Kerst,,
15-12-13,91680,zondag,8,12,144,11203,52933,11111.55,15653,1079597,249406,Kerst,,
16-12-13,81424,maandag,10,246,0,13690,51005,11938.41,17173,405,293,Kerst,,
17-12-13,77358,dinsdag,6,0,54,14811,53344,12617.63,18245,,,Kerst,,
18-12-13,84659,woensdag,8,66,24,15090,61229,11615.89,17990,847198,85359,Kerst,,
19-12-13,77809,donderdag,7,186,318,12587,51754,9952.2,16136,,,Kerst,,
20-12-13,71670,vrijdag,6,378,0,11773,43155,8722.04,14702,,,Kerst,,
21-12-13,1,zaterdag,7,0,288,8045,35840,7246.77,12082,,,Kerst,,
22-12-13,98609,zondag,8,30,108,12699,50052,8130.07,14173,1019575,237523,Kerst,,
23-12-13,49384,maandag,8,144,480,10495,42339,7027.58,14511,,,Kerst,,
24-12-13,15966,dinsdag,10,0,606,4150,29585,5659.1,11012,,,Kerst,,
25-12-13,593,woensdag,6,240,162,1844,13294,2218.64,4553,419,154,,1e kerstdag,
26-12-13,888,donderdag,5,30,48,3305,12263,1865.17,4292,,,,2e kerstdag,
27-12-13,33502,vrijdag,8,0,552,6829,18328,2773.82,6460,,,,,
28-12-13,1,zaterdag,7,258,336,4549,14662,2226.67,5236,,,,,
29-12-13,28186,zondag,5,288,90,7613,27019,2540.93,6090,1108802,260450,,,
30-12-13,20579,maandag,5,174,96,7106,19921,2686.49,6307,,,,,
31-12-13,9151,dinsdag,7,66,180,3294,12831,1869.77,4314,,,,Oudjaarsdag,
01-01-14,720,woensdag,7,168,216,3817,11872,1997.19,4497,,,,,Nieuwjaarsdag
02-01-14,21522,donderdag,9,102,78,7487,18506,3155.93,7059,,,,,
03-01-14,18020,vrijdag,9,102,264,7016,17418,2877.71,6533,,,,,
04-01-14,,zaterdag,7,48,66,3735,12501,2365.64,5042,,,,,
05-01-14,3387,zondag,6,378,0,6476,17082,3060.38,6863,,,,,
