Date,Weekday,Avg. Temperature,sunshine_duration_in_min,rain_time_in_min,Costs,Clicks,TV,Radio,ATL - Media,Users,aantal_geaccepterrd,unieke_opens,Partner Voucherorders,multi_cat_type_beverage,multi_cat_type_cards,multi_cat_type_flowers,multi_cat_type_balloons,multi_cat_type_cake,multi_cat_type_chocolate,multi_cat_type_baby&kids,multi_cat_type_mannenproducten,multi_cat_type_beauty,multi_cat_type_personalized,multi_cat_type_mugs,multi_cat_type_all,multi_cat_type_books,multi_cat_type_other,marketing_Balloons,marketing_Beauty,marketing_Beverage,marketing_Books,marketing_Cards,marketing_Chocolate,marketing_Flowers,marketing_Multi-cat
01-01-2018,maandag,6.8,126.0,414.0,1852.32,5394.0,0.0,0.0,0.0,41641.0,11.0,0.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
02-01-2018,dinsdag,6.5,84.0,372.0,4574.02,10513.0,0.0,0.0,0.0,52965.0,22.0,2.0,124.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
03-01-2018,woensdag,8.8,12.0,306.0,4899.01,11431.0,0.0,0.0,0.0,44864.0,39.0,9.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
04-01-2018,donderdag,8.2,12.0,96.0,4425.01,10687.0,0.0,0.0,0.0,45725.0,15.0,3.0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
05-01-2018,vrijdag,6.4,0.0,150.0,4056.74,9642.0,0.0,0.0,0.0,37825.0,53.0,12.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
06-01-2018,zaterdag,4.5,42.0,0.0,3030.45,6835.0,0.0,0.0,0.0,32904.0,17.0,3.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
07-01-2018,zondag,1.0,372.0,0.0,3230.12,8562.0,0.0,0.0,0.0,32932.0,13.0,3.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
08-01-2018,maandag,1.1,390.0,0.0,4769.08,11693.0,0.0,3541.2780952380895,3541.2780952380895,63086.0,19.0,4.0,63.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
09-01-2018,dinsdag,3.0,18.0,0.0,4751.09,11292.0,0.0,3541.2780952380895,3541.2780952380895,46263.0,45.0,15.0,81.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
10-01-2018,woensdag,6.9,0.0,348.0,4931.71,11618.0,0.0,3541.2780952380895,3541.2780952380895,44865.0,28.0,9.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
11-01-2018,donderdag,5.7,0.0,0.0,5040.89,11705.0,0.0,3541.2780952380895,3541.2780952380895,40609.0,16.0,4.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
12-01-2018,vrijdag,5.0,0.0,0.0,4254.34,10487.0,0.0,3541.2780952380895,3541.2780952380895,47742.0,41.0,13.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
13-01-2018,zaterdag,4.2,0.0,0.0,2905.05,7437.0,0.0,3541.2780952380895,3541.2780952380895,29016.0,22.0,5.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
14-01-2018,zondag,2.9,300.0,0.0,2950.85,9355.0,0.0,3541.2780952380895,3541.2780952380895,32705.0,32.0,9.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
15-01-2018,maandag,5.2,0.0,570.0,4716.77,12890.0,0.0,3541.2780952380895,3541.2780952380895,55227.0,52.0,15.0,77.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
16-01-2018,dinsdag,5.2,174.0,348.0,4449.4,11806.0,0.0,3541.2780952380895,3541.2780952380895,44038.0,17.0,3.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
17-01-2018,woensdag,4.6,30.0,186.0,4701.06,12488.0,0.0,3541.2780952380895,3541.2780952380895,40962.0,30.0,9.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
18-01-2018,donderdag,4.7,24.0,390.0,4098.98,11315.0,0.0,3541.2780952380895,3541.2780952380895,36387.0,45.0,22.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
19-01-2018,vrijdag,3.7,150.0,294.0,4504.68,11345.0,0.0,3541.2780952380895,3541.2780952380895,34948.0,12.0,8.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
20-01-2018,zaterdag,2.2,24.0,120.0,4071.76,8954.0,0.0,3541.2780952380895,3541.2780952380895,26399.0,15.0,6.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
21-01-2018,zondag,3.0,288.0,162.0,5193.68,11487.0,0.0,3541.2780952380895,3541.2780952380895,30589.0,13.0,4.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
22-01-2018,maandag,6.3,30.0,114.0,7159.85,15298.0,0.0,3541.2780952380895,3541.2780952380895,59744.0,32.0,8.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
23-01-2018,dinsdag,8.1,54.0,240.0,6643.01,15132.0,0.0,3541.2780952380895,3541.2780952380895,58313.0,34.0,13.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
24-01-2018,woensdag,11.7,0.0,246.0,6590.76,15160.0,0.0,3541.2780952380895,3541.2780952380895,54091.0,41.0,13.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
25-01-2018,donderdag,7.7,36.0,6.0,5205.63,13523.0,0.0,3541.2780952380895,3541.2780952380895,45996.0,21.0,5.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
26-01-2018,vrijdag,5.4,72.0,0.0,4081.86,11670.0,0.0,3541.2780952380895,3541.2780952380895,49980.0,21.0,7.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
27-01-2018,zaterdag,5.8,120.0,216.0,2884.66,8011.0,0.0,3541.2780952380895,3541.2780952380895,32645.0,18.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
28-01-2018,zondag,9.7,102.0,0.0,3825.72,11195.0,0.0,3541.2780952380895,3541.2780952380895,35685.0,29.0,7.0,189.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
29-01-2018,maandag,8.8,0.0,168.0,6066.6,16863.0,0.0,0.0,0.0,72640.0,41.0,9.0,743.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
30-01-2018,dinsdag,4.7,372.0,0.0,6176.46,16138.0,0.0,0.0,0.0,61638.0,62.0,20.0,1229.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
31-01-2018,woensdag,6.5,0.0,402.0,7292.24,18167.0,0.0,0.0,0.0,57010.0,56.0,24.0,1529.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
01-02-2018,donderdag,3.4,150.0,258.0,6307.51,16482.0,0.0,0.0,0.0,75713.0,29.0,17.0,1639.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
02-02-2018,vrijdag,4.4,126.0,270.0,5908.56,15246.0,0.0,0.0,0.0,56196.0,40.0,9.0,1617.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
03-02-2018,zaterdag,2.0,18.0,132.0,4110.86,10781.0,0.0,0.0,0.0,37982.0,19.0,2.0,1407.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
04-02-2018,zondag,1.7,216.0,0.0,4991.67,14053.0,0.0,0.0,0.0,46186.0,29.0,2.0,1497.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
05-02-2018,maandag,1.0,102.0,0.0,7232.29,20160.0,0.0,5631.495238095239,5631.495238095239,86296.0,55.0,9.0,1913.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
06-02-2018,dinsdag,-2.1,438.0,0.0,7423.68,20073.0,0.0,6470.228571428571,6470.228571428571,68539.0,44.0,8.0,1680.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
07-02-2018,woensdag,-2.2,510.0,0.0,8422.83,22157.0,0.0,7069.32380952381,7069.32380952381,96888.0,36.0,12.0,1754.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
08-02-2018,donderdag,1.0,390.0,0.0,7841.71,21436.0,0.0,5751.314285714289,5751.314285714289,112343.0,11.0,4.0,2010.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
09-02-2018,vrijdag,0.6,126.0,30.0,8080.47,21213.0,0.0,6110.771428571429,6110.771428571429,90456.0,15.0,7.0,2432.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
10-02-2018,zaterdag,2.9,222.0,12.0,7555.82,17880.0,0.0,3474.7523809523805,3474.7523809523805,62689.0,18.0,5.0,1826.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
11-02-2018,zondag,4.5,120.0,186.0,11061.51,26201.0,0.0,2636.01904761905,2636.01904761905,86734.0,33.0,11.0,2393.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
12-02-2018,maandag,3.0,348.0,0.0,21665.22,47823.0,0.0,6110.771428571429,6110.771428571429,135272.0,21.0,7.0,3423.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
13-02-2018,dinsdag,2.0,522.0,0.0,33077.69,59153.0,0.0,7069.32380952381,7069.32380952381,156867.0,41.0,9.0,3821.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
14-02-2018,woensdag,1.9,522.0,0.0,11905.78,26913.0,0.0,0.0,0.0,117866.0,37.0,27.0,1247.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
15-02-2018,donderdag,4.3,126.0,228.0,5294.67,15674.0,0.0,0.0,0.0,56550.0,27.0,13.0,960.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
16-02-2018,vrijdag,3.2,522.0,0.0,5336.91,13653.0,0.0,0.0,0.0,46889.0,50.0,20.0,891.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
17-02-2018,zaterdag,0.9,390.0,0.0,3633.02,9549.0,0.0,0.0,0.0,32155.0,36.0,5.0,531.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
18-02-2018,zondag,0.7,510.0,0.0,4264.49,11209.0,0.0,0.0,0.0,36181.0,18.0,4.0,650.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
19-02-2018,maandag,1.2,0.0,0.0,6486.99,15922.0,0.0,0.0,0.0,75531.0,2.0,4.0,819.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
20-02-2018,dinsdag,0.8,72.0,0.0,6037.32,15326.0,0.0,0.0,0.0,52701.0,60.0,31.0,714.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
21-02-2018,woensdag,0.3,552.0,0.0,5917.72,14332.0,0.0,0.0,0.0,47546.0,17.0,5.0,813.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
22-02-2018,donderdag,0.2,534.0,0.0,5219.47,13098.0,0.0,0.0,0.0,45678.0,17.0,11.0,676.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
23-02-2018,vrijdag,-0.5,510.0,0.0,4632.75,11947.0,0.0,0.0,0.0,40555.0,56.0,20.0,684.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
24-02-2018,zaterdag,-0.4,558.0,0.0,3130.71,8022.0,0.0,0.0,0.0,28180.0,16.0,1.0,405.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
25-02-2018,zondag,-2.2,582.0,0.0,3597.59,9936.0,0.0,0.0,0.0,32420.0,4.0,0.0,746.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
26-02-2018,maandag,-3.3,426.0,0.0,5469.06,14338.0,0.0,0.0,0.0,58145.0,22.0,2.0,917.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
27-02-2018,dinsdag,-3.6,522.0,0.0,5365.91,14270.0,0.0,0.0,0.0,59461.0,29.0,4.0,1418.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
28-02-2018,woensdag,-6.6,438.0,0.0,5335.71,14116.0,0.0,0.0,0.0,64139.0,64.0,17.0,2116.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
01-03-2018,donderdag,-4.7,324.0,0.0,5028.68,13054.0,0.0,0.0,0.0,50425.0,21.0,11.0,178.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
02-03-2018,vrijdag,-3.7,408.0,96.0,4473.61,12094.0,0.0,0.0,0.0,54125.0,15.0,5.0,144.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
03-03-2018,zaterdag,-1.7,108.0,0.0,3239.89,8630.0,0.0,0.0,0.0,36144.0,5.0,1.0,133.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
04-03-2018,zondag,5.0,300.0,150.0,3956.13,11125.0,0.0,0.0,0.0,38142.0,29.0,6.0,128.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
05-03-2018,maandag,6.6,546.0,0.0,6226.88,14377.0,0.0,0.0,0.0,45176.0,40.0,9.0,132.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
06-03-2018,dinsdag,5.6,174.0,0.0,6887.49,15354.0,0.0,0.0,0.0,71703.0,11.0,2.0,113.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
07-03-2018,woensdag,5.9,204.0,240.0,6384.41,15369.0,0.0,0.0,0.0,50394.0,14.0,6.0,125.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
08-03-2018,donderdag,4.8,120.0,192.0,6051.13,14588.0,0.0,0.0,0.0,57137.0,11.0,6.0,108.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
09-03-2018,vrijdag,6.5,348.0,318.0,4713.1,12071.0,0.0,0.0,0.0,45881.0,13.0,8.0,85.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
10-03-2018,zaterdag,11.4,108.0,408.0,3232.01,7921.0,0.0,0.0,0.0,30276.0,14.0,2.0,92.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
11-03-2018,zondag,10.2,150.0,60.0,4030.2,10470.0,0.0,0.0,0.0,34014.0,6.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
12-03-2018,maandag,10.3,156.0,108.0,6107.66,14421.0,0.0,0.0,0.0,59588.0,9.0,3.0,85.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
13-03-2018,dinsdag,5.6,0.0,456.0,6398.33,15176.0,0.0,0.0,0.0,50889.0,24.0,8.0,91.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
14-03-2018,woensdag,5.8,564.0,0.0,5908.47,14127.0,0.0,0.0,0.0,46191.0,28.0,9.0,81.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
15-03-2018,donderdag,7.3,240.0,186.0,5709.63,14038.0,6328.66666666667,3819.7324414715704,10148.3991081382,44484.0,21.0,11.0,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
16-03-2018,vrijdag,3.8,0.0,36.0,5176.01,14008.0,6328.66666666667,3819.7324414715704,10148.3991081382,60855.0,14.0,4.0,83.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
17-03-2018,zaterdag,-1.4,30.0,0.0,3995.71,10002.0,6328.66666666667,3819.7324414715704,10148.3991081382,42303.0,6.0,1.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
18-03-2018,zondag,-1.0,294.0,0.0,4380.26,12723.0,6328.66666666667,3819.7324414715704,10148.3991081382,48955.0,60.0,13.0,84.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
19-03-2018,maandag,-0.2,654.0,0.0,6489.75,15970.0,6328.66666666667,4040.3248924988106,10368.9915591655,87635.0,8.0,0.0,81.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
20-03-2018,dinsdag,3.8,630.0,0.0,6576.94,16029.0,6328.66666666667,4040.3248924988106,10368.9915591655,73862.0,16.0,2.0,67.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
21-03-2018,woensdag,3.6,474.0,0.0,6027.07,14752.0,6328.66666666667,4040.3248924988106,10368.9915591655,56540.0,14.0,8.0,81.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
22-03-2018,donderdag,6.4,174.0,264.0,5703.0,14350.0,6328.66666666667,4040.3248924988106,10368.9915591655,47736.0,35.0,7.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
23-03-2018,vrijdag,6.2,6.0,0.0,5392.39,13638.0,6328.66666666667,4040.3248924988106,10368.9915591655,52769.0,11.0,11.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
24-03-2018,zaterdag,6.5,282.0,0.0,3770.03,9029.0,6328.66666666667,4040.3248924988106,10368.9915591655,32395.0,11.0,1.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
25-03-2018,zondag,5.4,492.0,0.0,4371.92,10811.0,6328.66666666667,4040.3248924988106,10368.9915591655,33687.0,27.0,5.0,63.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
26-03-2018,maandag,4.7,234.0,78.0,7022.06,16282.0,6328.66666666667,5038.79598662207,11367.462653288701,67658.0,15.0,5.0,76.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
27-03-2018,dinsdag,5.6,60.0,234.0,6930.1,16563.0,0.0,0.0,0.0,51488.0,33.0,5.0,67.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
28-03-2018,woensdag,5.9,0.0,648.0,5443.11,15141.0,0.0,0.0,0.0,61472.0,30.0,7.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
29-03-2018,donderdag,6.5,348.0,66.0,5091.47,13781.0,0.0,0.0,0.0,46957.0,31.0,7.0,84.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
30-03-2018,vrijdag,9.0,336.0,294.0,4383.14,12313.0,0.0,0.0,0.0,43157.0,29.0,7.0,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
31-03-2018,zaterdag,7.2,174.0,282.0,1562.49,5784.0,0.0,0.0,0.0,25665.0,19.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
01-04-2018,zondag,4.8,24.0,96.0,1776.6,5714.0,0.0,0.0,0.0,23456.0,42.0,11.0,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
02-04-2018,maandag,7.7,60.0,336.0,3570.87,10131.0,0.0,0.0,0.0,30986.0,84.0,36.0,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
03-04-2018,dinsdag,12.7,234.0,108.0,5409.18,13963.0,0.0,0.0,0.0,59531.0,19.0,6.0,77.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
04-04-2018,woensdag,10.3,132.0,72.0,5454.29,13909.0,0.0,0.0,0.0,53639.0,48.0,18.0,67.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
05-04-2018,donderdag,5.9,294.0,90.0,5125.87,13065.0,0.0,0.0,0.0,44346.0,26.0,9.0,102.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
06-04-2018,vrijdag,8.8,714.0,0.0,3940.87,10564.0,0.0,0.0,0.0,37912.0,6.0,4.0,87.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
07-04-2018,zaterdag,13.9,600.0,0.0,2744.33,6342.0,0.0,0.0,0.0,22341.0,21.0,6.0,47.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
