Date,Weekday,Avg. Temperature,sunshine_duration_in_min,rain_time_in_min,Costs,Clicks,TV,Radio,ATL - Media,Users,aantal_geaccepterrd,unieke_opens,Partner Voucherorders,Marketing_campagne_cat,Multi-cat_type,Speciale_dag,Grand Total
10-03-2019,zondag,5.8,12,768,5456.71,13807,0,0,0,39592,391052,110617,234,Beauty,,,21158
11-03-2019,maandag,5.4,252,126,7289.49,18623,0,0,0,74136,346482,82620,286,Multi-cat,Personalized,,12045
12-03-2019,dinsdag,6.8,6,264,7261.54,17286,0,0,0,60385,977528,224368,284,Multi-cat,Personalized,,22398
13-03-2019,woensdag,7.3,108,240,6977.95,17156,0,0,0,52972,610037,148551,328,Multi-cat,Personalized,,39427
14-03-2019,donderdag,8.2,36,438,6583.59,16188,0,0,0,49366,894177,237463,244,Multi-cat,Personalized,,24551
15-03-2019,vrijdag,9.5,18,330,5558.02,14216,0,0,0,56987,375049,96224,284,Multi-cat,Personalized,,25177
16-03-2019,zaterdag,0,0,0,3976.82,10212,0,0,0,36231,474881,122236,186,Multi-cat,Personalized,,23892
17-03-2019,zondag,7.1,474,318,4662.82,12636,0,0,0,37963,583347,110507,270,Multi-cat,Personalized,,22059
18-03-2019,maandag,5.1,414,66,5642.4,14837,0,9200.4,9200.4,57061,469702,123577,229,Multi-cat,"Other, Chocolate",,13388
19-03-2019,dinsdag,4.7,366,0,7618.28,16470,0,9200.4,9200.4,93896,655988,169127,235,Multi-cat,"Other, Chocolate",,20829
20-03-2019,woensdag,9.1,0,0,8176.48,17296,0,9200.4,9200.4,70283,615609,139988,288,Multi-cat,"Other, Chocolate",,22937
21-03-2019,donderdag,8.1,12,0,7600.19,16272,0,9200.4,9200.4,54701,1306224,317512,294,Multi-cat,"Other, Chocolate",,24954
22-03-2019,vrijdag,9.5,390,12,6887.97,14452,0,9200.4,9200.4,54505,559344,130423,291,Multi-cat,"Other, Chocolate",,25658
23-03-2019,zaterdag,8.1,150,0,4909.96,10572,0,9200.4,9200.4,35233,1825253,450182,271,Multi-cat,"Other, Chocolate",,23652
24-03-2019,zondag,5.5,528,0,5755.19,12619,0,9200.4,9200.4,38868,192299,49623,381,Multi-cat,"Other, Chocolate",,21096
25-03-2019,maandag,7.7,228,60,9092.05,18811,0,9200.4,9200.4,58064,1607956,425053,409,Flowers,,,12368
26-03-2019,dinsdag,7.3,108,0,,,0,9200.4,9200.4,67576,3138499,730283,566,Flowers,,,18845
27-03-2019,woensdag,9.3,282,0,,,0,9200.4,9200.4,62341,3492459,819775,606,Flowers,,,29833
28-03-2019,donderdag,8.5,12,0,,,0,9200.4,9200.4,74731,2577746,726477,517,Flowers,,,30736
29-03-2019,vrijdag,9,660,0,,,0,9200.4,9200.4,56599,1493321,334281,492,Flowers,,,28360
30-03-2019,zaterdag,11.2,510,0,,,0,9200.4,9200.4,31609,9282886,2093694,311,Flowers,,,26347
31-03-2019,zondag,8.2,468,0,,,0,9200.4,9200.4,38055,4315581,893084,487,Flowers,,,22049
01-04-2019,maandag,7.1,720,0,,,0,9200.4,9200.4,70658,99,37,399,Flowers,,,11776
02-04-2019,dinsdag,9.3,240,192,,,0,0,0,59270,27616417,6147607,434,,,,21276
03-04-2019,woensdag,6.1,222,108,,,0,0,0,55063,75636292,16533878,367,,,,30355
04-04-2019,donderdag,,,,,,0,0,0,50463,115655418,24306304,326,,,,27641
05-04-2019,vrijdag,,,,,,0,0,0,,,,3,,,,28531
06-04-2019,zaterdag,,,,,,0,0,0,,,,,,,,220
07-04-2019,zondag,,,,,,0,0,0,,,,,,,,
08-04-2019,maandag,,,,,,0,0,0,,,,,,,,
09-04-2019,dinsdag,,,,,,0,0,0,,,,,,,,
10-04-2019,woensdag,,,,,,0,0,0,,,,,,,,
11-04-2019,donderdag,,,,,,0,0,0,,,,,,,,
12-04-2019,vrijdag,,,,,,0,0,0,,,,,,,,
13-04-2019,zaterdag,,,,,,0,0,0,,,,,,,,
14-04-2019,zondag,,,,,,0,0,0,,,,,,,,
15-04-2019,maandag,,,,,,0,0,0,,,,,,,,
16-04-2019,dinsdag,,,,,,0,0,0,,,,,,,,
17-04-2019,woensdag,,,,,,0,0,0,,,,,,,,
18-04-2019,donderdag,,,,,,0,0,0,,,,,,,,
19-04-2019,vrijdag,,,,,,0,0,0,,,,,,,,
20-04-2019,zaterdag,,,,,,0,0,0,,,,,,,,
21-04-2019,zondag,,,,,,0,0,0,,,,,,,,
22-04-2019,maandag,,,,,,0,0,0,,,,,,,,
23-04-2019,dinsdag,,,,,,0,0,0,,,,,,,,
24-04-2019,woensdag,,,,,,0,0,0,,,,,,,,
25-04-2019,donderdag,,,,,,0,0,0,,,,,,,,
26-04-2019,vrijdag,,,,,,0,0,0,,,,,,,,
27-04-2019,zaterdag,,,,,,0,0,0,,,,,,,,
28-04-2019,zondag,,,,,,0,0,0,,,,,,,,
29-04-2019,maandag,,,,,,0,0,0,,,,,,,,
30-04-2019,dinsdag,,,,,,0,0,0,,,,,,,,
01-05-2019,woensdag,,,,,,0,0,0,,,,,,,,
02-05-2019,donderdag,,,,,,0,0,0,,,,,,,,
03-05-2019,vrijdag,,,,,,0,0,0,,,,,,,,
04-05-2019,zaterdag,,,,,,0,0,0,,,,,,,,
05-05-2019,zondag,,,,,,0,0,0,,,,,,,,
06-05-2019,maandag,,,,,,0,0,0,,,,,,,,
07-05-2019,dinsdag,,,,,,0,0,0,,,,,,,,
08-05-2019,woensdag,,,,,,0,0,0,,,,,,,,
09-05-2019,donderdag,,,,,,0,0,0,,,,,,,,
10-05-2019,vrijdag,,,,,,0,0,0,,,,,,,,
11-05-2019,zaterdag,,,,,,0,0,0,,,,,,,,
12-05-2019,zondag,,,,,,0,0,0,,,,,,,,
13-05-2019,maandag,,,,,,0,0,0,,,,,,,,
14-05-2019,dinsdag,,,,,,0,0,0,,,,,,,,
15-05-2019,woensdag,,,,,,0,0,0,,,,,,,,
16-05-2019,donderdag,,,,,,0,0,0,,,,,,,,
17-05-2019,vrijdag,,,,,,0,0,0,,,,,,,,
18-05-2019,zaterdag,,,,,,0,0,0,,,,,,,,
19-05-2019,zondag,,,,,,0,0,0,,,,,,,,
20-05-2019,maandag,,,,,,0,0,0,,,,,,,,
21-05-2019,dinsdag,,,,,,0,0,0,,,,,,,,
22-05-2019,woensdag,,,,,,0,0,0,,,,,,,,
23-05-2019,donderdag,,,,,,0,0,0,,,,,,,,
24-05-2019,vrijdag,,,,,,0,0,0,,,,,,,,
25-05-2019,zaterdag,,,,,,0,0,0,,,,,,,,
26-05-2019,zondag,,,,,,0,0,0,,,,,,,,
27-05-2019,maandag,,,,,,0,0,0,,,,,,,,
28-05-2019,dinsdag,,,,,,0,0,0,,,,,,,,
29-05-2019,woensdag,,,,,,0,0,0,,,,,,,,
30-05-2019,donderdag,,,,,,0,0,0,,,,,,,,
31-05-2019,vrijdag,,,,,,0,0,0,,,,,,,,
01-06-2019,zaterdag,,,,,,0,0,0,,,,,,,,
02-06-2019,zondag,,,,,,0,0,0,,,,,,,,
03-06-2019,maandag,,,,,,0,0,0,,,,,,,,
04-06-2019,dinsdag,,,,,,0,0,0,,,,,,,,
05-06-2019,woensdag,,,,,,0,0,0,,,,,,,,
06-06-2019,donderdag,,,,,,0,0,0,,,,,,,,
07-06-2019,vrijdag,,,,,,0,0,0,,,,,,,,
08-06-2019,zaterdag,,,,,,0,0,0,,,,,,,,
10-06-2019,maandag,,,,,,0,0,0,,,,,,,,
11-06-2019,dinsdag,,,,,,0,0,0,,,,,,,,
12-06-2019,woensdag,,,,,,0,0,0,,,,,,,,
13-06-2019,donderdag,,,,,,0,0,0,,,,,,,,
14-06-2019,vrijdag,,,,,,0,0,0,,,,,,,,
15-06-2019,zaterdag,,,,,,0,0,0,,,,,,,,
16-06-2019,zondag,,,,,,0,0,0,,,,,,,,
17-06-2019,maandag,,,,,,0,0,0,,,,,,,,
18-06-2019,dinsdag,,,,,,0,0,0,,,,,,,,
19-06-2019,woensdag,,,,,,0,0,0,,,,,,,,
20-06-2019,donderdag,,,,,,0,0,0,,,,,,,,
21-06-2019,vrijdag,,,,,,0,0,0,,,,,,,,
22-06-2019,zaterdag,,,,,,0,0,0,,,,,,,,
23-06-2019,zondag,,,,,,0,0,0,,,,,,,,
24-06-2019,maandag,,,,,,0,0,0,,,,,,,,
25-06-2019,dinsdag,,,,,,0,0,0,,,,,,,,
26-06-2019,woensdag,,,,,,0,0,0,,,,,,,,
27-06-2019,donderdag,,,,,,0,0,0,,,,,,,,
28-06-2019,vrijdag,,,,,,0,0,0,,,,,,,,
29-06-2019,zaterdag,,,,,,0,0,0,,,,,,,,
30-06-2019,zondag,,,,,,0,0,0,,,,,,,,
01-07-2019,maandag,,,,,,0,0,0,,,,,,,,
02-07-2019,dinsdag,,,,,,0,0,0,,,,,,,,
03-07-2019,woensdag,,,,,,0,0,0,,,,,,,,
04-07-2019,donderdag,,,,,,0,0,0,,,,,,,,
05-07-2019,vrijdag,,,,,,0,0,0,,,,,,,,
06-07-2019,zaterdag,,,,,,0,0,0,,,,,,,,
07-07-2019,zondag,,,,,,0,0,0,,,,,,,,
08-07-2019,maandag,,,,,,0,0,0,,,,,,,,
09-07-2019,dinsdag,,,,,,0,0,0,,,,,,,,
10-07-2019,woensdag,,,,,,0,0,0,,,,,,,,
11-07-2019,donderdag,,,,,,0,0,0,,,,,,,,
12-07-2019,vrijdag,,,,,,0,0,0,,,,,,,,
13-07-2019,zaterdag,,,,,,0,0,0,,,,,,,,
14-07-2019,zondag,,,,,,0,0,0,,,,,,,,
15-07-2019,maandag,,,,,,0,0,0,,,,,,,,
16-07-2019,dinsdag,,,,,,0,0,0,,,,,,,,
17-07-2019,woensdag,,,,,,0,0,0,,,,,,,,
18-07-2019,donderdag,,,,,,0,0,0,,,,,,,,
19-07-2019,vrijdag,,,,,,0,0,0,,,,,,,,
20-07-2019,zaterdag,,,,,,0,0,0,,,,,,,,
21-07-2019,zondag,,,,,,0,0,0,,,,,,,,
22-07-2019,maandag,,,,,,0,0,0,,,,,,,,
23-07-2019,dinsdag,,,,,,0,0,0,,,,,,,,
24-07-2019,woensdag,,,,,,0,0,0,,,,,,,,
25-07-2019,donderdag,,,,,,0,0,0,,,,,,,,
26-07-2019,vrijdag,,,,,,0,0,0,,,,,,,,
27-07-2019,zaterdag,,,,,,0,0,0,,,,,,,,
28-07-2019,zondag,,,,,,0,0,0,,,,,,,,
29-07-2019,maandag,,,,,,0,0,0,,,,,,,,
30-07-2019,dinsdag,,,,,,0,0,0,,,,,,,,
31-07-2019,woensdag,,,,,,0,0,0,,,,,,,,
01-08-2019,donderdag,,,,,,0,0,0,,,,,,,,
02-08-2019,vrijdag,,,,,,0,0,0,,,,,,,,
03-08-2019,zaterdag,,,,,,0,0,0,,,,,,,,
04-08-2019,zondag,,,,,,0,0,0,,,,,,,,
05-08-2019,maandag,,,,,,0,0,0,,,,,,,,
06-08-2019,dinsdag,,,,,,0,0,0,,,,,,,,
07-08-2019,woensdag,,,,,,0,0,0,,,,,,,,
08-08-2019,donderdag,,,,,,0,0,0,,,,,,,,
09-08-2019,vrijdag,,,,,,0,0,0,,,,,,,,
10-08-2019,zaterdag,,,,,,0,0,0,,,,,,,,
11-08-2019,zondag,,,,,,0,0,0,,,,,,,,
12-08-2019,maandag,,,,,,0,0,0,,,,,,,,
13-08-2019,dinsdag,,,,,,0,0,0,,,,,,,,
14-08-2019,woensdag,,,,,,0,0,0,,,,,,,,
15-08-2019,donderdag,,,,,,0,0,0,,,,,,,,
16-08-2019,vrijdag,,,,,,0,0,0,,,,,,,,
17-08-2019,zaterdag,,,,,,0,0,0,,,,,,,,
18-08-2019,zondag,,,,,,0,0,0,,,,,,,,
19-08-2019,maandag,,,,,,0,0,0,,,,,,,,
20-08-2019,dinsdag,,,,,,0,0,0,,,,,,,,
21-08-2019,woensdag,,,,,,0,0,0,,,,,,,,
22-08-2019,donderdag,,,,,,0,0,0,,,,,,,,
23-08-2019,vrijdag,,,,,,0,0,0,,,,,,,,
24-08-2019,zaterdag,,,,,,0,0,0,,,,,,,,
25-08-2019,zondag,,,,,,0,0,0,,,,,,,,
26-08-2019,maandag,,,,,,0,0,0,,,,,,,,
27-08-2019,dinsdag,,,,,,0,0,0,,,,,,,,
28-08-2019,woensdag,,,,,,0,0,0,,,,,,,,
29-08-2019,donderdag,,,,,,0,0,0,,,,,,,,
30-08-2019,vrijdag,,,,,,0,0,0,,,,,,,,
31-08-2019,zaterdag,,,,,,0,0,0,,,,,,,,
01-09-2019,zondag,,,,,,0,0,0,,,,,,,,
02-09-2019,maandag,,,,,,0,0,0,,,,,,,,
03-09-2019,dinsdag,,,,,,0,0,0,,,,,,,,
04-09-2019,woensdag,,,,,,0,0,0,,,,,,,,
05-09-2019,donderdag,,,,,,0,0,0,,,,,,,,
06-09-2019,vrijdag,,,,,,0,0,0,,,,,,,,
07-09-2019,zaterdag,,,,,,0,0,0,,,,,,,,
08-09-2019,zondag,,,,,,0,0,0,,,,,,,,
09-09-2019,maandag,,,,,,0,0,0,,,,,,,,
10-09-2019,dinsdag,,,,,,0,0,0,,,,,,,,
11-09-2019,woensdag,,,,,,0,0,0,,,,,,,,
12-09-2019,donderdag,,,,,,0,0,0,,,,,,,,
13-09-2019,vrijdag,,,,,,0,0,0,,,,,,,,
15-09-2019,zondag,,,,,,0,0,0,,,,,,,,
16-09-2019,maandag,,,,,,0,0,0,,,,,,,,
17-09-2019,dinsdag,,,,,,0,0,0,,,,,,,,
18-09-2019,woensdag,,,,,,0,0,0,,,,,,,,
19-09-2019,donderdag,,,,,,0,0,0,,,,,,,,
20-09-2019,vrijdag,,,,,,0,0,0,,,,,,,,
21-09-2019,zaterdag,,,,,,0,0,0,,,,,,,,
22-09-2019,zondag,,,,,,0,0,0,,,,,,,,
23-09-2019,maandag,,,,,,0,0,0,,,,,,,,
24-09-2019,dinsdag,,,,,,0,0,0,,,,,,,,
25-09-2019,woensdag,,,,,,0,0,0,,,,,,,,
26-09-2019,donderdag,,,,,,0,0,0,,,,,,,,
27-09-2019,vrijdag,,,,,,0,0,0,,,,,,,,
28-09-2019,zaterdag,,,,,,0,0,0,,,,,,,,
29-09-2019,zondag,,,,,,0,0,0,,,,,,,,
30-09-2019,maandag,,,,,,0,0,0,,,,,,,,
01-10-2019,dinsdag,,,,,,0,0,0,,,,,,,,
02-10-2019,woensdag,,,,,,0,0,0,,,,,,,,
03-10-2019,donderdag,,,,,,0,0,0,,,,,,,,
04-10-2019,vrijdag,,,,,,0,0,0,,,,,,,,
05-10-2019,zaterdag,,,,,,0,0,0,,,,,,,,
06-10-2019,zondag,,,,,,0,0,0,,,,,,,,
07-10-2019,maandag,,,,,,0,0,0,,,,,,,,
08-10-2019,dinsdag,,,,,,0,0,0,,,,,,,,
09-10-2019,woensdag,,,,,,0,0,0,,,,,,,,
10-10-2019,donderdag,,,,,,0,0,0,,,,,,,,
11-10-2019,vrijdag,,,,,,0,0,0,,,,,,,,
12-10-2019,zaterdag,,,,,,0,0,0,,,,,,,,
14-10-2019,maandag,,,,,,0,0,0,,,,,,,,
15-10-2019,dinsdag,,,,,,0,0,0,,,,,,,,
16-10-2019,woensdag,,,,,,0,0,0,,,,,,,,
17-10-2019,donderdag,,,,,,0,0,0,,,,,,,,
18-10-2019,vrijdag,,,,,,0,0,0,,,,,,,,
19-10-2019,zaterdag,,,,,,0,0,0,,,,,,,,
20-10-2019,zondag,,,,,,0,0,0,,,,,,,,
21-10-2019,maandag,,,,,,0,0,0,,,,,,,,
22-10-2019,dinsdag,,,,,,0,0,0,,,,,,,,
23-10-2019,woensdag,,,,,,0,0,0,,,,,,,,
24-10-2019,donderdag,,,,,,0,0,0,,,,,,,,
25-10-2019,vrijdag,,,,,,0,0,0,,,,,,,,
26-10-2019,zaterdag,,,,,,0,0,0,,,,,,,,
27-10-2019,zondag,,,,,,0,0,0,,,,,,,,
28-10-2019,maandag,,,,,,0,0,0,,,,,,,,
29-10-2019,dinsdag,,,,,,0,0,0,,,,,,,,
30-10-2019,woensdag,,,,,,0,0,0,,,,,,,,
31-10-2019,donderdag,,,,,,0,0,0,,,,,,,,
01-11-2019,vrijdag,,,,,,0,0,0,,,,,,,,
02-11-2019,zaterdag,,,,,,0,0,0,,,,,,,,
03-11-2019,zondag,,,,,,0,0,0,,,,,,,,
04-11-2019,maandag,,,,,,0,0,0,,,,,,,,
05-11-2019,dinsdag,,,,,,0,0,0,,,,,,,,
06-11-2019,woensdag,,,,,,0,0,0,,,,,,,,
07-11-2019,donderdag,,,,,,0,0,0,,,,,,,,
08-11-2019,vrijdag,,,,,,0,0,0,,,,,,,,
09-11-2019,zaterdag,,,,,,0,0,0,,,,,,,,
10-11-2019,zondag,,,,,,0,0,0,,,,,,,,
11-11-2019,maandag,,,,,,0,0,0,,,,,,,,
12-11-2019,dinsdag,,,,,,0,0,0,,,,,,,,
13-11-2019,woensdag,,,,,,0,0,0,,,,,,,,
14-11-2019,donderdag,,,,,,0,0,0,,,,,,,,
15-11-2019,vrijdag,,,,,,0,0,0,,,,,,,,
16-11-2019,zaterdag,,,,,,0,0,0,,,,,,,,
18-11-2019,maandag,,,,,,0,0,0,,,,,,,,
19-11-2019,dinsdag,,,,,,0,0,0,,,,,,,,
20-11-2019,woensdag,,,,,,0,0,0,,,,,,,,
21-11-2019,donderdag,,,,,,0,0,0,,,,,,,,
22-11-2019,vrijdag,,,,,,0,0,0,,,,,,,,
24-11-2019,zondag,,,,,,0,0,0,,,,,,,,
25-11-2019,maandag,,,,,,0,0,0,,,,,,,,
26-11-2019,dinsdag,,,,,,0,0,0,,,,,,,,
27-11-2019,woensdag,,,,,,0,0,0,,,,,,,,
28-11-2019,donderdag,,,,,,0,0,0,,,,,,,,
29-11-2019,vrijdag,,,,,,0,0,0,,,,,,,,
30-11-2019,zaterdag,,,,,,0,0,0,,,,,,,,
01-12-2019,zondag,,,,,,0,0,0,,,,,,,,
02-12-2019,maandag,,,,,,0,0,0,,,,,,,,
03-12-2019,dinsdag,,,,,,0,0,0,,,,,,,,
04-12-2019,woensdag,,,,,,0,0,0,,,,,,,,
05-12-2019,donderdag,,,,,,0,0,0,,,,,,,,
06-12-2019,vrijdag,,,,,,0,0,0,,,,,,,,
07-12-2019,zaterdag,,,,,,0,0,0,,,,,,,,
08-12-2019,zondag,,,,,,0,0,0,,,,,,,,
09-12-2019,maandag,,,,,,0,0,0,,,,,,,,
10-12-2019,dinsdag,,,,,,0,0,0,,,,,,,,
11-12-2019,woensdag,,,,,,0,0,0,,,,,,,,
12-12-2019,donderdag,,,,,,0,0,0,,,,,,,,
13-12-2019,vrijdag,,,,,,0,0,0,,,,,,,,
14-12-2019,zaterdag,,,,,,0,0,0,,,,,,,,
15-12-2019,zondag,,,,,,0,0,0,,,,,,,,
16-12-2019,maandag,,,,,,0,0,0,,,,,,,,
17-12-2019,dinsdag,,,,,,0,0,0,,,,,,,,
18-12-2019,woensdag,,,,,,0,0,0,,,,,,,,
19-12-2019,donderdag,,,,,,0,0,0,,,,,,,,
20-12-2019,vrijdag,,,,,,0,0,0,,,,,,,,
21-12-2019,zaterdag,,,,,,0,0,0,,,,,,,,
22-12-2019,zondag,,,,,,0,0,0,,,,,,,,
23-12-2019,maandag,,,,,,0,0,0,,,,,,,,
24-12-2019,dinsdag,,,,,,0,0,0,,,,,,,,
25-12-2019,woensdag,,,,,,0,0,0,,,,,,,,
26-12-2019,donderdag,,,,,,0,0,0,,,,,,,,
27-12-2019,vrijdag,,,,,,0,0,0,,,,,,,,
28-12-2019,zaterdag,,,,,,0,0,0,,,,,,,,
29-12-2019,zondag,,,,,,0,0,0,,,,,,,,
30-12-2019,maandag,,,,,,0,0,0,,,,,,,,
31-12-2019,dinsdag,,,,,,0,0,0,,,,,,,,
