,Date,Weekday,Voucher Total,Emails geaccepteerd,Emails unieke opens,TrafficTotal,Traffic split desktop,Traffic split mobile,Traffic split tablet,Som van Kosten,Som van Klikken,Ordered=Send
836,16-Apr-12,Maandag,"9,500",,,19842,,,,1596.12,6388,7361.0
837,17-Apr-12,Dinsdag,"8,967",,,19611,,,,1596.13,6434,6819.0
838,18-Apr-12,Woensdag,"11,471",,,30430,,,,1671.07,6737,8071.0
839,19-Apr-12,Donderdag,"9,285",,,22271,,,,1426.4,5853,7865.0
840,20-Apr-12,Vrijdag,"7,893",,,17283,,,,1241.24,5250,8512.0
841,21-Apr-12,Zaterdag,"4,208",,,11824,,,,998.02,3686,
842,22-Apr-12,Zondag,"7,354",,,16782,,,,1336.37,5365,5952.0
843,23-Apr-12,Maandag,"9,869",,,22017,,,,1766.8,7663,7267.0
844,24-Apr-12,Dinsdag,"9,298",,,20715,,,,1596.3,7224,6922.0
845,25-Apr-12,Woensdag,"9,642",,,21725,,,,1566.51,7131,7167.0
846,26-Apr-12,Donderdag,"11,066",,,27471,,,,1467.04,6565,8061.0
847,27-Apr-12,Vrijdag,"8,299",,,18260,,,,1178.26,5090,8463.0
848,28-Apr-12,Zaterdag,"4,091",,,11845,,,,1025.28,3607,
849,29-Apr-12,Zondag,"4,921",,,12886,,,,1129.68,4082,1313.0
850,30-Apr-12,Maandag,"4,301",,,10259,,,,750.4,3130,
851,1-May-12,Dinsdag,"8,694",,,19658,,,,1647.07,6427,78.0
852,2-May-12,Woensdag,"7,905",,,19358,,,,1836.38,7112,5860.0
853,3-May-12,Donderdag,"9,381",,,27216,,,,1675.42,6289,8529.0
854,4-May-12,Vrijdag,"8,100",,,20556,,,,1606.22,5867,7650.0
855,5-May-12,Zaterdag,"5,014",,,15011,,,,1411.13,4574,
856,6-May-12,Zondag,"8,081",,,19961,,,,1719.42,5956,5415.0
857,7-May-12,Maandag,"10,714",,,30579,,,,2008.05,7802,7123.0
858,8-May-12,Dinsdag,"14,252",,,39306,,,,2500.21,8690,8533.0
859,9-May-12,Woensdag,"13,028",,,32837,,,,2813.91,9373,7863.0
860,10-May-12,Donderdag,"16,474",,,41283,,,,2699.31,9163,11438.0
861,11-May-12,Vrijdag,"13,961",,,32802,,,,2715.19,8641,16860.0
862,12-May-12,Zaterdag,"4,665",,,17219,,,,2721.85,6465,
863,13-May-12,Zondag,"6,029",,,17887,,,,2691.95,6869,26.0
864,14-May-12,Maandag,"9,298",,,20787,,,,2181.12,6616,4657.0
865,15-May-12,Dinsdag,"9,170",,,21698,,,,2171.77,6630,7924.0
866,16-May-12,Woensdag,"7,144",,,18222,,,,1904.58,5538,6452.0
867,17-May-12,Donderdag,"5,501",,,13347,,,,1580.72,4458,2.0
868,18-May-12,Vrijdag,"5,899",,,13359,,,,1557.03,4486,6129.0
869,19-May-12,Zaterdag,"3,349",,,9500,,,,1313.52,3218,
870,20-May-12,Zondag,"6,231",,,14095,,,,1774.77,4928,4531.0
871,21-May-12,Maandag,"8,429",,,18027,,,,2034.02,5951,1647.0
872,22-May-12,Dinsdag,"9,595",,,24168,,,,1827.75,5221,81.0
873,23-May-12,Woensdag,"8,220",,,18146,,,,1728.4,4705,6765.0
874,24-May-12,Donderdag,"7,545",,,16229,,,,1653.59,4670,6450.0
875,25-May-12,Vrijdag,"6,519",,,13859,,,,1226.0,3875,7323.0
876,26-May-12,Zaterdag,"2,647",,,7798,,,,791.61,2197,
877,27-May-12,Zondag,"3,477",,,9059,,,,946.85,2569,1.0
878,28-May-12,Maandag,"6,759",,,14209,,,,1197.23,3802,5014.0
879,29-May-12,Dinsdag,"13,219",,,28300,,,,1885.19,6177,10014.0
880,30-May-12,Woensdag,"11,695",,,23384,,,,1863.16,6019,8502.0
881,31-May-12,Donderdag,"10,247",,,21435,,,,2011.36,6305,8473.0
882,1-Jun-12,Vrijdag,"7,406",,,16631,,,,1711.16,5249,7077.0
883,2-Jun-12,Zaterdag,"3,677",,,10235,,,,1153.52,3189,
884,3-Jun-12,Zondag,"7,406",,,16660,,,,1850.02,5703,5680.0
885,4-Jun-12,Maandag,"9,525",,,20614,,,,1891.36,6949,6083.0
886,5-Jun-12,Dinsdag,"8,276",,,18793,,,,1649.2,5945,165.0
887,6-Jun-12,Woensdag,"9,439",,,22793,,,,1720.38,6195,4806.0
888,7-Jun-12,Donderdag,"7,873",,,17775,,,,1573.03,5648,6548.0
889,8-Jun-12,Vrijdag,"7,240",,,16009,,,,1496.69,5162,6951.0
890,9-Jun-12,Zaterdag,"3,601",,,10279,,,,1157.25,3399,
891,10-Jun-12,Zondag,"6,393",,,14394,,,,1525.83,4958,4255.0
892,11-Jun-12,Maandag,"10,033",,,25235,,,,2145.98,7303,8316.0
893,12-Jun-12,Dinsdag,"11,322",,,31782,,,,2027.56,6793,7616.0
894,13-Jun-12,Woensdag,"11,258",,,23961,,,,1852.45,6731,10277.0
895,14-Jun-12,Donderdag,"15,058",,,32804,,,,2131.58,7577,13039.0
896,15-Jun-12,Vrijdag,"12,992",,,25909,,,,2038.07,7271,16219.0
897,16-Jun-12,Zaterdag,"4,710",,,13671,,,,1438.06,4323,
898,17-Jun-12,Zondag,"6,468",,,16969,,,,1656.28,5563,5550.0
899,18-Jun-12,Maandag,"9,182",,,21157,,,,2101.51,7173,7220.0
900,19-Jun-12,Dinsdag,"8,162",,,19135,,,,2224.27,6712,6525.0
901,20-Jun-12,Woensdag,"8,340",,,18701,,,,2133.32,6487,7524.0
902,21-Jun-12,Donderdag,"7,621",,,17322,,,,2137.95,6702,6383.0
903,22-Jun-12,Vrijdag,"7,803",,,17639,,,,2011.82,6237,7991.0
904,23-Jun-12,Zaterdag,"4,048",,,11274,,,,1418.05,3874,
905,24-Jun-12,Zondag,"9,594",,,23030,,,,2089.22,6376,6677.0
906,25-Jun-12,Maandag,"11,219",,,29031,,,,2565.46,8410,8181.0
907,26-Jun-12,Dinsdag,"9,251",,,21310,,,,2037.27,6722,7331.0
908,27-Jun-12,Woensdag,"10,827",,,24431,,,,1987.47,7464,8601.0
909,28-Jun-12,Donderdag,"8,789",,,19326,,,,1521.86,5951,3770.0
910,29-Jun-12,Vrijdag,"7,716",,,16959,,,,1355.87,5103,174.0
911,30-Jun-12,Zaterdag,"4,299",,,11785,,,,1036.04,3345,
912,1-Jul-12,Zondag,"11,268",,,26982,,,,1670.65,5869,20.0
913,2-Jul-12,Maandag,"11,167",,,24235,,,,1885.97,6846,7363.0
914,3-Jul-12,Dinsdag,"8,996",,,20447,,,,1724.67,6557,7267.0
915,4-Jul-12,Woensdag,"8,612",,,20125,,,,1522.24,5852,6838.0
916,5-Jul-12,Donderdag,"8,085",,,18151,,,,1502.13,5776,6835.0
917,6-Jul-12,Vrijdag,"7,674",,,17159,,,,1447.41,5785,7379.0
918,7-Jul-12,Zaterdag,"3,802",,,10630,,,,977.61,3530,
919,8-Jul-12,Zondag,"7,791",,,18275,,,,1763.26,6664,5783.0
920,9-Jul-12,Maandag,"9,656",,,22456,,,,1981.75,7916,7542.0
921,10-Jul-12,Dinsdag,"9,581",,,22653,,,,1849.18,6998,8139.0
922,11-Jul-12,Woensdag,"10,658",,,26297,,,,1834.08,6567,8220.0
923,12-Jul-12,Donderdag,"8,462",,,19375,,,,1679.69,5790,7548.0
924,13-Jul-12,Vrijdag,"7,728",,,17660,,,,1592.78,5549,7413.0
925,14-Jul-12,Zaterdag,"4,531",,,12130,,,,1274.62,3928,
926,15-Jul-12,Zondag,"6,737",,,15087,,,,1518.73,4963,4697.0
927,16-Jul-12,Maandag,"8,804",,,19297,,,,1883.71,6536,7143.0
928,17-Jul-12,Dinsdag,"7,949",,,18329,,,,1768.07,5871,6383.0
929,18-Jul-12,Woensdag,"8,881",,,24635,,,,1684.36,5663,7028.0
930,19-Jul-12,Donderdag,"8,270",,,19594,,,,1795.84,5770,6798.0
931,20-Jul-12,Vrijdag,"6,521",,,14966,,,,1479.23,4592,6248.0
932,21-Jul-12,Zaterdag,"3,829",,,10405,,,,1214.41,3418,
933,22-Jul-12,Zondag,"6,211",,,14319,,,,1300.74,3787,4645.0
934,23-Jul-12,Maandag,"9,172",,,20067,,,,1472.16,4591,142.0
935,24-Jul-12,Dinsdag,"7,620",,,16738,,,,1472.78,4477,6588.0
936,25-Jul-12,Woensdag,"7,298",,,15518,,,,1392.77,4325,6521.0
937,26-Jul-12,Donderdag,"6,504",,,14695,,,,1378.6,4324,5282.0
938,27-Jul-12,Vrijdag,"6,257",,,13916,,,,1346.3,4194,7096.0
939,28-Jul-12,Zaterdag,"3,638",,,10168,,,,1258.76,3407,
940,29-Jul-12,Zondag,"5,778",,,13462,,,,1466.79,4419,4185.0
941,30-Jul-12,Maandag,"8,455",,,20520,,,,1899.53,5978,6753.0
942,31-Jul-12,Dinsdag,"9,093",,,27021,,,,1876.98,5925,7544.0
943,1-Aug-12,Woensdag,"6,921",,,16899,,,,1327.17,4347,1018.0
944,2-Aug-12,Donderdag,"7,091",,,16461,,,,1503.26,4789,187.0
945,3-Aug-12,Vrijdag,"6,575",,,16286,,,,1365.16,4379,134.0
946,4-Aug-12,Zaterdag,"3,992",,,11806,,,,1122.59,3168,
947,5-Aug-12,Zondag,"5,992",,,14279,,,,1308.19,4219,90.0
948,6-Aug-12,Maandag,"8,361",,,19106,,,,1786.73,5966,6629.0
949,7-Aug-12,Dinsdag,"7,732",,,17868,,,,1752.17,5642,6463.0
950,8-Aug-12,Woensdag,"7,389",,,16764,,,,1576.79,5108,6137.0
951,9-Aug-12,Donderdag,"6,822",,,15463,,,,1452.49,4694,5460.0
952,10-Aug-12,Vrijdag,"6,054",,,13721,,,,1353.52,4036,265.0
953,11-Aug-12,Zaterdag,"3,522",,,10227,,,,1194.91,3124,
954,12-Aug-12,Zondag,"5,322",,,13302,,,,1425.16,3969,410.0
955,13-Aug-12,Maandag,"9,451",,,24903,,,,2116.31,6096,7480.0
956,14-Aug-12,Dinsdag,"8,319",,,19488,,,,1975.86,5415,6805.0
957,15-Aug-12,Woensdag,"8,058",,,18064,,,,1856.73,5502,6282.0
958,16-Aug-12,Donderdag,"7,059",,,16148,,,,1854.08,5154,5760.0
959,17-Aug-12,Vrijdag,"5,328",,,13618,,,,1812.88,5754,6429.0
960,18-Aug-12,Zaterdag,"3,071",,,8994,,,,1098.45,2745,
961,19-Aug-12,Zondag,"4,946",,,11357,,,,1381.31,3843,4010.0
962,20-Aug-12,Maandag,"8,918",,,19719,,,,2201.41,6113,7387.0
963,21-Aug-12,Dinsdag,"10,676",,,27954,,,,2326.33,6261,8235.0
964,22-Aug-12,Woensdag,"10,122",,,23025,,,,2474.45,6946,8368.0
965,23-Aug-12,Donderdag,"8,710",,,20172,,,,2312.97,6438,7916.0
966,24-Aug-12,Vrijdag,"9,930",,,24200,,,,2587.54,9147,9640.0
967,25-Aug-12,Zaterdag,"6,297",,,17788,,,,2170.63,6023,
968,26-Aug-12,Zondag,"10,914",,,25276,,,,3120.64,8864,7794.0
969,27-Aug-12,Maandag,"12,669",,,30478,,,,3027.37,8349,9801.0
970,28-Aug-12,Dinsdag,"11,233",,,26574,,,,3128.71,8824,3005.0
971,29-Aug-12,Woensdag,"10,544",,,25593,,,,2830.68,7919,283.0
972,30-Aug-12,Donderdag,"10,931",,,27181,,,,2836.09,8148,35.0
973,31-Aug-12,Vrijdag,"10,315",,,25551,,,,2621.14,7478,24.0
974,1-Sep-12,Zaterdag,"4,556",,,13677,,,,1635.78,4077,
975,2-Sep-12,Zondag,"8,589",,,21414,,,,2359.12,6542,6910.0
976,3-Sep-12,Maandag,"10,681",,,27915,,,,2799.54,8136,9189.0
977,4-Sep-12,Dinsdag,"10,310",,,28259,,,,2669.91,7796,8387.0
978,5-Sep-12,Woensdag,"12,231",,,35923,,,,2698.48,7911,10232.0
979,6-Sep-12,Donderdag,"10,392",,,28578,,,,2517.06,7049,9424.0
980,7-Sep-12,Vrijdag,"9,172",,,30540,,,,2226.16,6270,10103.0
981,8-Sep-12,Zaterdag,"4,266",,,20445,,,,1474.73,3545,
982,9-Sep-12,Zondag,"6,894",,,27711,,,,1755.0,4717,5609.0
983,10-Sep-12,Maandag,"11,338",,,27293,,,,2799.42,7719,7360.0
984,11-Sep-12,Dinsdag,"12,750",,,33315,,,,2723.94,7878,276.0
985,12-Sep-12,Woensdag,"10,745",,,26115,,,,2411.43,6915,9324.0
986,13-Sep-12,Donderdag,"9,430",,,22848,,,,7570.78,7335,8498.0
987,14-Sep-12,Vrijdag,"8,890",,,19052,,,,820.09,1462,9113.0
988,15-Sep-12,Zaterdag,"4,481",,,12350,,,,1109.74,1864,
989,16-Sep-12,Zondag,"8,074",,,18325,,,,2331.22,5355,5185.0
990,17-Sep-12,Maandag,"10,306",,,22791,,,,2933.64,7752,95.0
991,18-Sep-12,Dinsdag,"10,111",,,22821,,,,3039.44,8032,8232.0
992,19-Sep-12,Woensdag,"9,815",,,21987,,,,2725.7,7426,9060.0
993,20-Sep-12,Donderdag,"9,121",,,20868,,,,2692.62,7209,8414.0
994,21-Sep-12,Vrijdag,"8,071",,,18866,,,,2311.21,6524,297.0
995,22-Sep-12,Zaterdag,"4,400",,,12965,,,,1702.82,4582,
996,23-Sep-12,Zondag,"9,524",,,22561,,,,2428.77,6448,14.0
997,24-Sep-12,Maandag,"11,903",,,26611,,,,3019.09,8379,249.0
998,25-Sep-12,Dinsdag,"10,368",,,24135,,,,2894.48,7991,674.0
999,26-Sep-12,Woensdag,"10,565",,,23455,,,,2901.3,7552,9524.0
1000,27-Sep-12,Donderdag,"10,004",,,22057,,,,2790.99,7672,9382.0
1001,28-Sep-12,Vrijdag,"8,567",,,19400,,,,2292.54,6559,9220.0
1002,29-Sep-12,Zaterdag,"4,185",,,12312,,,,1653.76,4537,
1003,30-Sep-12,Zondag,"8,685",,,21454,,,,2127.58,5959,6648.0
1004,1-Oct-12,Maandag,"10,607",,,24357,,,,2793.55,7940,9333.0
1005,2-Oct-12,Dinsdag,"9,816",,,22337,,,,2715.07,7479,8721.0
1006,3-Oct-12,Woensdag,"10,229",,,23701,,,,2700.23,7949,9132.0
1007,4-Oct-12,Donderdag,"8,549",,,20183,,,,2402.45,6931,7518.0
1008,5-Oct-12,Vrijdag,"7,949",,,18322,,,,1954.13,5594,9020.0
1009,6-Oct-12,Zaterdag,"4,173",,,12427,,,,1471.33,3592,
1010,7-Oct-12,Zondag,"7,061",,,16507,,,,2059.13,5935,5776.0
1011,8-Oct-12,Maandag,"9,357",,,21502,,,,2537.03,7177,7572.0
1012,9-Oct-12,Dinsdag,"10,347",,,27778,,,,2453.43,6836,8574.0
1013,10-Oct-12,Woensdag,"9,809",,,23275,,,,2244.2,6602,4905.0
1014,11-Oct-12,Donderdag,"9,222",,,23204,,,,2103.71,6401,40.0
1015,12-Oct-12,Vrijdag,"8,536",,,20880,,,,2102.16,5794,147.0
1016,13-Oct-12,Zaterdag,"4,366",,,13549,,,,1646.86,4481,
1017,14-Oct-12,Zondag,"7,277",,,17849,,,,2152.65,5888,3619.0
1018,15-Oct-12,Maandag,"13,878",,,38096,,,,2267.18,6382,9984.0
1019,16-Oct-12,Dinsdag,"9,623",,,24871,,,,2119.75,6126,8165.0
1020,17-Oct-12,Woensdag,"8,688",,,21445,,,,1971.01,6316,7337.0
1021,18-Oct-12,Donderdag,"8,001",,,19387,,,,1965.18,6218,7250.0
1022,19-Oct-12,Vrijdag,"7,259",,,17386,,,,1683.31,5696,8200.0
1023,20-Oct-12,Zaterdag,"3,871",,,11925,,,,1441.91,4522,
1024,21-Oct-12,Zondag,"6,652",,,17005,,,,1778.36,5877,3742.0
1025,22-Oct-12,Maandag,"8,757",,,21864,,,,2103.78,6932,188.0
1026,23-Oct-12,Dinsdag,"9,499",,,24815,,,,2119.44,6959,4625.0
1027,24-Oct-12,Woensdag,"9,139",,,22527,,,,1979.02,5994,7728.0
1028,25-Oct-12,Donderdag,"8,569",,,21644,,,,1657.11,5635,7892.0
1029,26-Oct-12,Vrijdag,"9,509",,,24758,,,,1480.42,6378,9233.0
1030,27-Oct-12,Zaterdag,"5,031",,,14666,,,,1121.44,3775,
1031,28-Oct-12,Zondag,"15,301",,,33475,,,,1611.02,6706,9997.0
1032,29-Oct-12,Maandag,"8,997",,,39150,,,,1793.64,6430,4848.0
1033,30-Oct-12,Dinsdag,"8,436",,,22118,,,,1770.88,6844,305.0
1034,31-Oct-12,Woensdag,"9,053",,,21910,,,,1711.0,7207,5664.0
1035,1-Nov-12,Donderdag,"8,093",,,20889,,,,1679.42,7106,7858.0
1036,2-Nov-12,Vrijdag,"7,540",,,19022,,,,1514.71,6314,127.0
1037,3-Nov-12,Zaterdag,"3,883",,,13583,,,,1215.65,3635,
1038,4-Nov-12,Zondag,"7,464",,,21026,,,,1567.21,5454,3777.0
1039,5-Nov-12,Maandag,"10,894",,,30297,,,,1870.18,6999,9477.0
1040,6-Nov-12,Dinsdag,"9,506",,,26164,,,,1742.04,6641,7984.0
1041,7-Nov-12,Woensdag,"9,542",,,25206,,,,1759.68,6696,8712.0
1042,8-Nov-12,Donderdag,"8,571",,,22495,,,,1632.61,6023,8390.0
1043,9-Nov-12,Vrijdag,"7,791",,,20992,,,,1419.91,5409,9238.0
1044,10-Nov-12,Zaterdag,"4,075",,,14417,,,,1087.7,3412,
1045,11-Nov-12,Zondag,"7,996",,,22466,,,,1380.93,4937,6553.0
1046,12-Nov-12,Maandag,"11,761",,,35264,,,,1874.63,7324,9923.0
1047,13-Nov-12,Dinsdag,"10,887",,,28967,,,,1804.11,6323,9457.0
1048,14-Nov-12,Woensdag,"10,324",,,27949,,,,1683.23,6135,302.0
1049,15-Nov-12,Donderdag,"9,190",,,27820,,,,1542.44,5612,6291.0
1050,16-Nov-12,Vrijdag,"8,137",,,22805,,,,1447.25,5066,9078.0
1051,17-Nov-12,Zaterdag,"4,153",,,15700,,,,1106.47,3335,
1052,18-Nov-12,Zondag,"8,399",,,37109,,,,1512.95,5286,7326.0
1053,19-Nov-12,Maandag,"10,128",,,30713,,,,1955.04,7073,8660.0
1054,20-Nov-12,Dinsdag,"9,465",,,26110,,,,1832.7,6357,8989.0
1055,21-Nov-12,Woensdag,"11,675",,,33742,,,,1849.28,6603,10297.0
1056,22-Nov-12,Donderdag,"9,212",,,24792,,,,1636.22,5724,8903.0
1057,23-Nov-12,Vrijdag,"8,120",,,22157,,,,1419.35,5038,9506.0
1058,24-Nov-12,Zaterdag,"4,020",,,14639,,,,1071.93,3262,
1059,25-Nov-12,Zondag,"7,633",,,20916,,,,1436.0,5157,7000.0
1060,26-Nov-12,Maandag,"11,174",,,37503,,,,1841.87,6830,9979.0
1061,27-Nov-12,Dinsdag,"9,698",,,28492,,,,1790.3,6440,1235.0
1062,28-Nov-12,Woensdag,"9,546",,,29194,,,,1690.56,6141,1282.0
1063,29-Nov-12,Donderdag,"9,415",,,31461,,,,1568.27,5683,9718.0
1064,30-Nov-12,Vrijdag,"7,867",,,24920,,,,1463.0,4981,9038.0
1065,1-Dec-12,Zaterdag,"4,193",,,17737,,,,1280.69,3590,
1066,2-Dec-12,Zondag,"8,115",,,25884,,,,1723.75,5678,7961.0
1067,3-Dec-12,Maandag,"11,539",,,36565,,,,2155.8,7531,10959.0
1068,4-Dec-12,Dinsdag,"9,051",,,52168,,,,2128.95,7565,10446.0
1069,5-Dec-12,Woensdag,"7,967",,,46194,,,,1928.43,6088,9623.0
1070,6-Dec-12,Donderdag,"8,270",,,51602,,,,2360.63,6546,11850.0
1071,7-Dec-12,Vrijdag,"9,250",,,39195,,,,3022.71,7392,2708.0
1072,8-Dec-12,Zaterdag,"4,674",,,21370,,,,2838.46,5421,
1073,9-Dec-12,Zondag,"9,572",,,36282,,,,4264.13,9113,17883.0
1074,10-Dec-12,Maandag,"12,071",,,45806,,,,4705.55,10250,20983.0
1075,11-Dec-12,Dinsdag,"10,932",,,37429,,,,4593.17,9902,4846.0
1076,12-Dec-12,Woensdag,"11,228",,,39102,,,,4658.32,9848,21842.0
1077,13-Dec-12,Donderdag,"10,996",,,42899,,,,4998.51,9924,27995.0
1078,14-Dec-12,Vrijdag,"9,696",,,37052,,,,5147.53,9523,28188.0
1079,15-Dec-12,Zaterdag,"7,012",,,32000,,,,5947.15,9172,1.0
1080,16-Dec-12,Zondag,"13,350",,,52588,,,,9253.29,13534,41693.0
1081,17-Dec-12,Maandag,"15,306",,,57862,,,,10251.03,16321,18450.0
1082,18-Dec-12,Dinsdag,"14,589",,,54220,,,,9515.85,16593,38356.0
1083,19-Dec-12,Woensdag,"14,399",,,53431,,,,8838.61,16159,37206.0
1084,20-Dec-12,Donderdag,"14,022",,,60485,,,,7451.54,13538,36582.0
1085,21-Dec-12,Vrijdag,"12,347",,,48612,,,,7119.05,12726,32720.0
1086,22-Dec-12,Zaterdag,"7,775",,,40703,,,,5594.45,9768,
1087,23-Dec-12,Zondag,"9,194",,,45531,,,,6319.78,10835,24634.0
1088,24-Dec-12,Maandag,"4,446",,,31432,,,,5277.66,9856,7973.0
1089,25-Dec-12,Dinsdag,"2,288",,,16910,,,,2198.96,4362,
1090,26-Dec-12,Woensdag,"3,731",,,15316,,,,1642.15,3852,
1091,27-Dec-12,Donderdag,"8,285",,,24284,,,,2388.27,6291,11326.0
1092,28-Dec-12,Vrijdag,"7,713",,,22240,,,,2181.16,6105,12523.0
1093,29-Dec-12,Zaterdag,"4,758",,,16982,,,,1864.84,4714,
1094,30-Dec-12,Zondag,"7,288",,,26131,,,,2076.69,5519,11090.0
1095,31-Dec-12,Maandag,"4,030",,,17675,,,,1651.57,4208,5311.0
1096,1-Jan-13,Dinsdag,"5,171",,,16520,,,,1706.31,4134,
1097,2-Jan-13,Woensdag,"7,991",,,21798,,,,1978.44,5567,8610.0
1098,3-Jan-13,Donderdag,"7,610",,,20847,,,,2117.9,5528,8706.0
1099,4-Jan-13,Vrijdag,"7,330",,,19652,,,,1917.6,5228,9643.0
1100,5-Jan-13,Zaterdag,"4,125",,,14628,,,,1673.02,3908,
1101,6-Jan-13,Zondag,"7,566",,,20292,,,,2163.49,5856,4949.0
1102,7-Jan-13,Maandag,"8,976",,,23939,,,,2413.75,6778,91.0
1103,8-Jan-13,Dinsdag,"8,321",,,22643,,,,2349.03,6461,5946.0
1104,9-Jan-13,Woensdag,"8,866",,,24094,,,,2547.68,7262,8274.0
1105,10-Jan-13,Donderdag,"11,031",,,31531,,,,2130.97,6290,8617.0
1106,11-Jan-13,Vrijdag,"5,947",,,16925,,,,1201.39,3538,5839.0
1107,12-Jan-13,Zaterdag,"4,856",,,16573,,,,1872.81,4208,
1108,13-Jan-13,Zondag,"8,216",,,21577,,,,2515.7,6062,7156.0
1109,14-Jan-13,Maandag,"10,151",,,26088,,,,2532.25,7043,9027.0
1110,15-Jan-13,Dinsdag,"15,236",,,37518,,,,2121.74,6322,11557.0
1111,16-Jan-13,Woensdag,"11,654",,,29089,,,,2228.62,6755,10027.0
1112,17-Jan-13,Donderdag,"8,720",,,23550,,,,2020.91,6371,7840.0
1113,18-Jan-13,Vrijdag,"7,599",,,21380,,,,2013.27,6416,8575.0
1114,19-Jan-13,Zaterdag,"4,124",,,15488,,,,1728.5,4838,
1115,20-Jan-13,Zondag,"7,778",,,22330,,,,2411.59,7681,6810.0
1116,21-Jan-13,Maandag,"9,930",,,25947,,,,2682.5,8336,8368.0
1117,22-Jan-13,Dinsdag,"9,591",,,26134,,,,2218.62,7349,28.0
1118,23-Jan-13,Woensdag,"12,230",,,33044,,,,2255.58,7691,8550.0
1119,24-Jan-13,Donderdag,"9,993",,,26019,,,,2234.33,6886,10145.0
1120,25-Jan-13,Vrijdag,"9,105",,,23227,,,,2027.79,6219,10692.0
1121,26-Jan-13,Zaterdag,"5,378",,,17098,,,,1827.18,4828,
1122,27-Jan-13,Zondag,"9,284",,,24154,,,,2474.34,6968,8647.0
1123,28-Jan-13,Maandag,"10,526",,,27352,,,,2787.29,8005,9426.0
1124,29-Jan-13,Dinsdag,"14,032",,,36675,,,,2857.65,8341,11600.0
1125,30-Jan-13,Woensdag,"12,187",,,30817,,,,2727.59,8420,9887.0
1126,31-Jan-13,Donderdag,"10,430",,,28417,,,,2620.3,7697,267.0
1127,1-Feb-13,Vrijdag,"8,614",,,24104,,,,2358.2,7075,9655.0
1128,2-Feb-13,Zaterdag,"4,435",,,16395,,,,1859.08,5001,
1129,3-Feb-13,Zondag,"8,670",,,26478,,,,2949.83,8709,7322.0
1130,4-Feb-13,Maandag,"11,609",,,37733,,,,3776.89,11598,9386.0
1131,5-Feb-13,Dinsdag,"12,326",,,53166,,,,3545.1,11311,8846.0
1132,6-Feb-13,Woensdag,"11,853",,,39281,,,,3367.83,10615,9118.0
1133,7-Feb-13,Donderdag,"10,841",,,34506,,,,3283.92,10352,8860.0
1134,8-Feb-13,Vrijdag,"9,945",,,32772,,,,3422.98,9749,9073.0
1135,9-Feb-13,Zaterdag,"6,195",,,26007,,,,3668.38,8360,
1136,10-Feb-13,Zondag,"10,624",,,36363,,,,4667.89,11650,6708.0
1137,11-Feb-13,Maandag,"20,276",,,69423,,,,8250.05,20511,10649.0
1138,12-Feb-13,Dinsdag,"25,195",,,76165,,,,13348.19,27032,13806.0
1139,13-Feb-13,Woensdag,"43,577",,,125731,,,,20734.33,42997,40294.0
1140,14-Feb-13,Donderdag,"10,969",,,57832,,,,5226.78,15508,10454.0
1141,15-Feb-13,Vrijdag,"8,512",,,26378,,,,1878.46,6568,2575.0
1142,16-Feb-13,Zaterdag,"4,509",,,17037,,,,1559.63,4506,
1143,17-Feb-13,Zondag,"7,294",,,20769,,,,2053.29,5942,15.0
1144,18-Feb-13,Maandag,"9,239",,,25579,,,,2370.36,7591,202.0
1145,19-Feb-13,Dinsdag,"9,007",,,24533,,,,2152.31,6977,6280.0
1146,20-Feb-13,Woensdag,"9,873",112707.0,61870.0,27036,,,,2074.83,6929,9524.0
1147,21-Feb-13,Donderdag,"8,958",,,23855,,,,1863.05,6301,8828.0
1148,22-Feb-13,Vrijdag,"8,792",,,22897,,,,1707.12,5731,9563.0
1149,23-Feb-13,Zaterdag,"4,634",,,15548,,,,1563.19,4403,
1150,24-Feb-13,Zondag,"9,790",242527.0,81194.0,26010,,,,2198.33,6867,8038.0
1151,25-Feb-13,Maandag,"14,743",405391.0,124225.0,37095,,,,2336.22,7571,8652.0
1152,26-Feb-13,Dinsdag,"11,806",17500.0,2705.0,29118,,,,2233.06,7242,132.0
1153,27-Feb-13,Woensdag,"12,852",310459.0,120077.0,31908,,,,2388.47,7678,23.0
1154,28-Feb-13,Donderdag,"13,550",557432.0,152341.0,34176,,,,2187.2,7119,11252.0
1155,1-Mar-13,Vrijdag,"11,662",,,27764,,,,2106.84,6525,1881.0
1156,2-Mar-13,Zaterdag,"6,059",,,18135,,,,1836.77,4711,
1157,3-Mar-13,Zondag,"10,626",181635.0,60225.0,26590,,,,2403.01,6773,8372.0
1158,4-Mar-13,Maandag,"12,034",747575.0,203412.0,35197,,,,2494.51,7175,10170.0
1159,5-Mar-13,Dinsdag,"9,435",,,24957,,,,2259.07,6352,4218.0
1160,6-Mar-13,Woensdag,"8,909",,,24334,,,,2340.98,6774,80.0
1161,7-Mar-13,Donderdag,"9,201",,,23996,,,,2374.27,6799,8577.0
1162,8-Mar-13,Vrijdag,"8,533",,,25383,,,,2178.88,6118,9485.0
1163,9-Mar-13,Zaterdag,"4,964",,,17327,,,,2037.89,5121,
1164,10-Mar-13,Zondag,"8,683",,,23070,,,,2817.59,7355,7844.0
1165,11-Mar-13,Maandag,"15,423",909627.0,254330.0,39940,,,,2878.36,8250,12859.0
1166,12-Mar-13,Dinsdag,"10,822",,,28058,,,,2738.64,7599,9542.0
