,Date,Weekday,Voucher Total,Emails geaccepteerd,Emails unieke opens,TrafficTotal,Traffic split desktop,Traffic split mobile,Traffic split tablet,Som van Kosten,Som van Klikken,Ordered=Send
3085,13-Jun-18,Woensdag,"27,942",1189590.0,232539.0,"107,193","45,592","50,810","10,791",7979.13,14943,
3086,14-Jun-18,Donderdag,"22,283",15456.0,4320.0,"133,929","64,611","56,457","12,861",11124.15,25082,
3087,15-Jun-18,Vrijdag,"22,198",1185126.0,196483.0,"89,384","37,219","43,999","8,166",11639.7,19314,
3088,16-Jun-18,Zaterdag,"12,267",1175305.0,186524.0,"71,216","22,160","42,573","6,483",11934.74,20704,
3089,17-Jun-18,Zondag,"9,606",158292.0,99224.0,"53,867","17,365","30,842","5,660",7915.23,15965,
3090,18-Jun-18,Maandag,"14,189",13291.0,3634.0,"51,752","24,321","22,262","5,169",10217.17,17630,
3091,19-Jun-18,Dinsdag,"16,814",1211246.0,212182.0,"63,023","28,843","27,475","6,705",8887.29,16666,
3092,20-Jun-18,Woensdag,"14,380",12339.0,3185.0,"49,042","21,938","22,035","5,069",8783.75,15982,
3093,21-Jun-18,Donderdag,"13,554",12871.0,3348.0,"47,308","21,236","21,050","5,022",9367.23,16212,
3094,22-Jun-18,Vrijdag,"15,975",1210724.0,255946.0,"54,357","22,422","25,691","6,244",8464.68,15891,
3095,23-Jun-18,Zaterdag,"6,334",13460.0,3682.0,"31,304","10,452","16,859","3,993",5545.78,10100,
3096,24-Jun-18,Zondag,"10,801",14204.0,3858.0,"36,526","14,415","17,347","4,764",6318.41,12489,
3097,25-Jun-18,Maandag,"14,575",1210210.0,277352.0,"69,919","31,355","31,658","6,906",9496.04,17193,
3098,26-Jun-18,Dinsdag,"13,372",19726.0,5907.0,"80,087","38,153","33,857","8,077",9169.52,16216,
3099,27-Jun-18,Woensdag,"13,198",52897.0,20620.0,"67,213","32,463","28,122","6,628",9148.96,16037,
3100,28-Jun-18,Donderdag,"11,787",14277.0,3585.0,"52,551","24,544","22,953","5,054",7848.15,14217,
3101,29-Jun-18,Vrijdag,"12,623",1215473.0,236654.0,"57,547","24,645","27,068","5,834",7478.39,13378,
3102,30-Jun-18,Zaterdag,"5,115",17850.0,4470.0,"32,932","11,143","17,999","3,790",4268.68,8528,
3103,1-Jul-18,Zondag,"8,078",18142.0,4905.0,"32,558","12,614","15,991","3,953",4993.42,10180,
3104,2-Jul-18,Maandag,"14,539",1300220.0,241736.0,"58,540","25,033","27,561","5,946",8405.89,16421,
3105,3-Jul-18,Dinsdag,"12,787",18952.0,5277.0,"46,398","21,775","20,084","4,539",5669.31,10107,
3106,4-Jul-18,Woensdag,"12,815",21141.0,5145.0,"48,919","22,580","21,347","4,992",7865.8,15009,
3107,5-Jul-18,Donderdag,"12,373",14507.0,4319.0,"44,842","20,108","20,207","4,527",7939.74,15303,
3108,6-Jul-18,Vrijdag,"11,082",18432.0,4924.0,"40,263","16,771","19,064","4,428",6881.73,13364,
3109,7-Jul-18,Zaterdag,"4,998",16835.0,4580.0,"27,773","9,025","15,361","3,387",4740.33,9088,
3110,8-Jul-18,Zondag,"7,517",98351.0,18183.0,"29,146","10,681","14,778","3,687",5048.7,10514,
3111,9-Jul-18,Maandag,"13,984",1125404.0,202769.0,"52,066","23,904","22,677","5,485",8306.91,15759,
3112,10-Jul-18,Dinsdag,"13,274",19038.0,5612.0,"55,089","26,647","22,697","5,745",8784.38,15936,
3113,11-Jul-18,Woensdag,"12,368",11273.0,2739.0,"46,546","21,315","20,531","4,700",7392.09,14107,
3114,12-Jul-18,Donderdag,"11,232",12366.0,3178.0,"45,833","22,424","18,798","4,611",6556.4,12667,
3115,13-Jul-18,Vrijdag,"10,099",19654.0,5149.0,"36,718","16,352","16,400","3,966",6257.62,11574,
3116,14-Jul-18,Zaterdag,"4,696",16789.0,4174.0,"24,975","8,649","13,284","3,042",3992.91,7535,
3117,15-Jul-18,Zondag,"6,609",17668.0,4780.0,"25,630","9,531","12,882","3,217",4122.15,8321,
3118,16-Jul-18,Maandag,"11,541",18605.0,4893.0,"38,443","18,248","16,212","3,983",6423.77,12602,
3119,17-Jul-18,Dinsdag,"12,306",1211199.0,197359.0,"50,344","21,956","23,004","5,384",6675.17,12716,
3120,18-Jul-18,Woensdag,"10,932",11080.0,2700.0,"39,814","17,571","18,046","4,197",6574.59,12443,
3121,19-Jul-18,Donderdag,"10,663",12960.0,3217.0,"39,292","17,250","17,934","4,108",6311.21,12064,
3122,20-Jul-18,Vrijdag,"15,258",1212352.0,183540.0,"46,199","18,498","22,335","5,366",5918.24,11289,
3123,21-Jul-18,Zaterdag,"4,819",17386.0,4574.0,"24,484","7,758","13,755","2,971",3527.27,7244,
3124,22-Jul-18,Zondag,"6,570",17977.0,4779.0,"25,182","8,587","13,420","3,175",4119.49,8428,
3125,23-Jul-18,Maandag,"11,937",1221309.0,227552.0,"49,722","21,654","22,809","5,259",6126.19,11902,
3126,24-Jul-18,Dinsdag,"10,794",20304.0,5679.0,"49,680","24,303","20,404","4,973",5415.27,10839,
3127,25-Jul-18,Woensdag,"10,853",11789.0,2831.0,"53,734","25,234","22,865","5,635",5536.86,10904,
3128,26-Jul-18,Donderdag,"10,157",14949.0,3515.0,"51,353","26,310","20,062","4,981",5526.34,10287,
3129,27-Jul-18,Vrijdag,"10,613",1195053.0,184877.0,"47,672","20,192","22,490","4,990",4485.3,9495,
3130,28-Jul-18,Zaterdag,"5,534",16926.0,4506.0,"31,329","11,630","15,970","3,729",3642.88,7576,
3131,29-Jul-18,Zondag,"7,849",16278.0,4309.0,"31,912","11,546","16,390","3,976",4315.11,9137,
3132,30-Jul-18,Maandag,"15,422",1213689.0,199978.0,"51,897","21,763","24,581","5,553",6286.52,13606,
3133,31-Jul-18,Dinsdag,"12,577",19661.0,5476.0,"45,878","20,435","20,715","4,728",6147.7,12970,
3134,1-Aug-18,Woensdag,"12,030",11967.0,2797.0,"43,235","18,253","20,626","4,356",5967.02,12466,
3135,2-Aug-18,Donderdag,"11,290",13674.0,3431.0,"38,371","16,434","17,922","4,015",5768.39,11652,
3136,3-Aug-18,Vrijdag,"13,201",1219716.0,229284.0,"43,690","16,860","21,844","4,986",5103.05,10373,
3137,4-Aug-18,Zaterdag,"5,939",17980.0,4850.0,"26,962","8,495","15,079","3,388",3627.32,7288,
3138,5-Aug-18,Zondag,"8,019",18501.0,4991.0,"27,665","9,810","14,442","3,413",4063.56,8372,
3139,6-Aug-18,Maandag,"11,856",1217376.0,234675.0,"45,269","18,643","21,953","4,673",6171.85,12086,
3140,7-Aug-18,Dinsdag,"10,999",20903.0,5867.0,"45,240","19,941","20,607","4,692",5697.43,11592,
3141,8-Aug-18,Woensdag,"10,677",10974.0,2524.0,"53,543","25,300","22,714","5,529",5820.72,11967,
3142,9-Aug-18,Donderdag,"10,823",13755.0,3356.0,"41,671","18,395","18,732","4,544",5657.72,12040,
3143,10-Aug-18,Vrijdag,"10,657",1221772.0,229744.0,"44,330","17,112","22,390","4,828",5044.89,11186,
3144,11-Aug-18,Zaterdag,"5,245",17864.0,4762.0,"29,935","10,045","16,164","3,726",3902.32,8004,
3145,12-Aug-18,Zondag,"6,946",19903.0,5680.0,"29,417","10,470","15,249","3,698",4194.47,9233,
3146,13-Aug-18,Maandag,"12,787",423358.0,70949.0,"46,613","20,497","21,218","4,898",6567.92,13804,
3147,14-Aug-18,Dinsdag,"12,473",814066.0,137626.0,"49,097","20,919","23,118","5,060",6193.53,12893,
3148,15-Aug-18,Woensdag,"10,705",11753.0,2983.0,"41,907","17,875","19,612","4,420",5380.61,12563,
3149,16-Aug-18,Donderdag,"11,131",14663.0,3771.0,"41,561","18,544","18,647","4,370",4980.57,11975,
3150,17-Aug-18,Vrijdag,"10,218",20292.0,5569.0,"37,323","15,659","17,636","4,028",4509.11,10854,
3151,18-Aug-18,Zaterdag,"5,463",20279.0,5998.0,"28,608","9,168","15,808","3,632",3435.89,7942,
3152,19-Aug-18,Zondag,"7,563",21096.0,6318.0,"29,148","10,549","14,976","3,623",4017.59,9375,
3153,20-Aug-18,Maandag,"13,468",426108.0,76979.0,"44,932","19,699","20,558","4,675",6198.94,13390,
3154,21-Aug-18,Dinsdag,"14,419",818858.0,151683.0,"62,755","28,378","27,672","6,705",6416.4,13779,
3155,22-Aug-18,Woensdag,"12,602",14505.0,3937.0,"48,674","22,360","21,310","5,004",6522.48,13311,
3156,23-Aug-18,Donderdag,"12,592",17565.0,4924.0,"47,885","21,798","21,107","4,980",6581.44,13768,
3157,24-Aug-18,Vrijdag,"14,382",1179702.0,232180.0,"53,975","22,801","25,146","6,028",6208.97,13198,
3158,25-Aug-18,Zaterdag,"6,721",22033.0,6125.0,"34,766","12,391","17,860","4,515",4148.61,9075,
3159,26-Aug-18,Zondag,"9,745",22059.0,6377.0,"33,492","12,827","16,316","4,349",4209.2,10248,
3160,27-Aug-18,Maandag,"13,664",410564.0,69076.0,"60,125","28,649","25,299","6,177",6413.04,14143,
3161,28-Aug-18,Dinsdag,"14,038",803836.0,138959.0,"74,525","34,867","32,452","7,206",7165.22,15366,
3162,29-Aug-18,Woensdag,"13,759",18028.0,5216.0,"53,469","23,930","24,051","5,488",7755.35,15816,
3163,30-Aug-18,Donderdag,"13,328",18327.0,5047.0,"72,269","34,445","30,504","7,320",7384.46,14500,
3164,31-Aug-18,Vrijdag,"12,006",25288.0,7102.0,"50,301","22,771","22,316","5,214",7694.21,13305,
3165,1-Sep-18,Zaterdag,"5,591",21454.0,5907.0,"32,220","11,125","17,384","3,711",4410.38,8693,
3166,2-Sep-18,Zondag,"8,289",23293.0,6506.0,"33,112","12,452","16,852","3,808",5061.48,10423,
3167,3-Sep-18,Maandag,"14,973",1489850.0,289738.0,"59,994","26,927","27,454","5,613",8789.1,15333,
3168,4-Sep-18,Dinsdag,"12,687",167265.0,38474.0,"50,275","22,305","23,244","4,726",7789.68,14419,
3169,5-Sep-18,Woensdag,"13,394",16109.0,4532.0,"49,221","22,274","22,090","4,857",7702.36,15318,
3170,6-Sep-18,Donderdag,"14,133",1196461.0,194556.0,"61,180","25,312","29,771","6,097",7825.66,15727,
3171,7-Sep-18,Vrijdag,"11,582",24358.0,6668.0,"45,063","18,454","21,882","4,727",6447.34,13566,
3172,8-Sep-18,Zaterdag,"5,390",21723.0,5892.0,"31,468","10,015","17,752","3,701",4143.38,9147,
3173,9-Sep-18,Zondag,"8,572",21903.0,6212.0,"34,674","12,451","18,185","4,038",5285.59,11327,
3174,10-Sep-18,Maandag,"13,169",20747.0,5987.0,"45,746","20,956","20,386","4,404",7817.71,15417,
3175,11-Sep-18,Dinsdag,"12,663",22890.0,6395.0,"45,771","20,845","20,593","4,333",7833.87,15052,
3176,12-Sep-18,Woensdag,"12,840",16654.0,4511.0,"45,068","19,920","20,665","4,483",7619.47,15159,
3177,13-Sep-18,Donderdag,"13,538",1196139.0,201342.0,"55,818","22,529","27,946","5,343",7573.34,14777,
3178,14-Sep-18,Vrijdag,"11,041",24675.0,6496.0,"41,576","17,155","20,185","4,236",6435.5,13214,
3179,15-Sep-18,Zaterdag,"4,895",21715.0,5722.0,"30,855","10,213","16,990","3,652",4113.44,9004,
3180,16-Sep-18,Zondag,"7,841",22070.0,5976.0,"31,696","11,384","16,600","3,712",4525.71,10962,
3181,17-Sep-18,Maandag,"14,631",341307.0,58889.0,"51,705","23,886","22,683","5,136",7841.53,15714,
3182,18-Sep-18,Dinsdag,"15,060",806388.0,135329.0,"53,875","23,888","24,656","5,331",7469.55,15215,
3183,19-Sep-18,Woensdag,"13,118",24165.0,9864.0,"46,781","20,465","21,525","4,791",7797.01,15755,
3184,20-Sep-18,Donderdag,"12,644",17996.0,4862.0,"44,895","20,052","20,435","4,408",7171.94,14959,
3185,21-Sep-18,Vrijdag,"14,104",588782.0,95134.0,"47,739","19,988","22,512","5,239",6749.5,14078,
3186,22-Sep-18,Zaterdag,"6,409",13775.0,3999.0,"31,219","10,595","16,898","3,726",3963.2,9075,
3187,23-Sep-18,Zondag,"11,466",536114.0,87256.0,"39,186","14,470","19,658","5,058",4924.67,11694,
3188,24-Sep-18,Maandag,"13,966",324729.0,58220.0,"69,462","34,890","27,555","7,017",6336.55,14955,
3189,25-Sep-18,Dinsdag,"13,464",818376.0,144607.0,"64,999","31,655","27,236","6,108",6159.0,14544,
3190,26-Sep-18,Woensdag,"13,620",39796.0,8821.0,"58,751","27,807","25,242","5,702",6504.33,14852,
3191,27-Sep-18,Donderdag,"12,515",19915.0,5226.0,"46,953","21,825","20,790","4,338",5874.64,13910,
3192,28-Sep-18,Vrijdag,"11,802",27851.0,7857.0,"42,644","18,875","19,504","4,265",4561.61,10418,
3193,29-Sep-18,Zaterdag,"5,347",24165.0,6663.0,664,243,354,67,3239.82,7527,
3194,30-Sep-18,Zondag,"8,474",24090.0,6898.0,"33,476","11,868","17,656","3,952",4193.96,10040,
3195,1-Oct-18,Maandag,"14,386",413837.0,70604.0,"49,394","22,341","22,210","4,843",7001.67,15548,
3196,2-Oct-18,Dinsdag,"14,162",798937.0,143003.0,"53,613","23,940","24,309","5,364",6688.04,14786,
3197,3-Oct-18,Woensdag,"14,574",17571.0,4678.0,"54,038","24,543","23,927","5,568",5911.76,14367,
3198,4-Oct-18,Donderdag,"13,344",18877.0,5206.0,"51,677","23,892","22,232","5,553",5294.27,13280,
3199,5-Oct-18,Vrijdag,"11,316",26935.0,7487.0,"42,245","18,424","19,402","4,419",4476.67,11486,
3200,6-Oct-18,Zaterdag,"5,352",24497.0,7227.0,"28,556","9,640","15,500","3,416",2700.07,7420,
3201,7-Oct-18,Zondag,"8,815",25034.0,7523.0,"33,335","12,608","16,431","4,296",3915.47,10147,
3202,8-Oct-18,Maandag,"15,108",141695.0,28550.0,"48,357","22,579","20,861","4,917",5982.89,14643,
3203,9-Oct-18,Dinsdag,"19,105",1082228.0,203484.0,"68,552","31,043","30,536","6,973",5458.37,14730,
3204,10-Oct-18,Woensdag,"14,591",21344.0,5913.0,"59,461","25,684","27,682","6,095",5378.38,13809,
3205,11-Oct-18,Donderdag,"12,854",36160.0,8475.0,"51,494","21,875","24,390","5,229",5068.76,13386,
3206,12-Oct-18,Vrijdag,"15,131",1209223.0,245629.0,"49,755","19,555","24,774","5,426",4655.9,11963,
3207,13-Oct-18,Zaterdag,"6,052",25517.0,7357.0,"28,881","8,687","16,634","3,560",3145.61,7633,
3208,14-Oct-18,Zondag,"9,472",23738.0,6818.0,"32,194","10,882","17,343","3,969",3709.79,9485,
3209,15-Oct-18,Maandag,"13,316",147783.0,25875.0,"52,237","23,371","23,703","5,163",5769.65,13757,
3210,16-Oct-18,Dinsdag,"13,467",1010460.0,168085.0,"64,439","27,143","30,928","6,368",5498.12,13332,
3211,17-Oct-18,Woensdag,"12,494",27200.0,7092.0,"49,706","20,783","23,959","4,964",5704.56,13500,
3212,18-Oct-18,Donderdag,"11,930",18819.0,5053.0,"54,398","23,345","25,547","5,506",5908.2,13072,
3213,19-Oct-18,Vrijdag,"10,575",27551.0,8014.0,"42,965","17,968","20,536","4,461",5092.76,11512,
3214,20-Oct-18,Zaterdag,"5,195",26842.0,8105.0,"30,278","9,566","17,047","3,665",3664.89,8286,
3215,21-Oct-18,Zondag,"7,728",25623.0,7490.0,"33,407","11,717","17,604","4,086",4312.87,9735,
3216,22-Oct-18,Maandag,"12,873",228103.0,43701.0,"46,258","19,816","21,844","4,598",5837.03,13416,
3217,23-Oct-18,Dinsdag,"12,839",310846.0,58657.0,"48,981","20,672","23,599","4,710",5506.57,13431,
3218,24-Oct-18,Woensdag,"12,657",351875.0,59907.0,"47,670","19,154","23,680","4,836",5436.12,13460,
3219,25-Oct-18,Donderdag,"12,212",401278.0,71206.0,"46,587","18,301","23,589","4,697",5675.03,13804,
3220,26-Oct-18,Vrijdag,"11,493",25741.0,7271.0,"42,460","16,333","21,764","4,363",5508.96,12901,
3221,27-Oct-18,Zaterdag,"5,550",27065.0,7820.0,"30,460","9,482","17,294","3,684",3515.75,8584,
3222,28-Oct-18,Zondag,"8,776",27156.0,8041.0,"34,743","11,556","18,862","4,325",4344.19,11069,
3223,29-Oct-18,Maandag,"14,029",113221.0,27752.0,"49,909","21,547","23,310","5,052",6901.65,15566,
3224,30-Oct-18,Dinsdag,"15,178",1066642.0,256203.0,"66,746","27,663","32,259","6,824",7152.93,16238,
3225,31-Oct-18,Woensdag,"13,211",20460.0,5794.0,"58,545","26,125","26,545","5,875",6502.07,15699,
3226,1-Nov-18,Donderdag,"12,373",21638.0,6060.0,"49,646","20,881","23,889","4,876",6463.42,15237,
3227,2-Nov-18,Vrijdag,"11,978",416462.0,172094.0,"48,377","18,296","24,837","5,244",5543.9,13126,
3228,3-Nov-18,Zaterdag,"5,469",29540.0,8603.0,"32,022","10,037","18,145","3,840",3456.67,8835,
3229,4-Nov-18,Zondag,"8,433",29855.0,8782.0,"36,151","12,537","19,194","4,420",4591.29,11633,
3230,5-Nov-18,Maandag,"15,142",1199996.0,221767.0,"61,740","24,527","31,124","6,089",6956.61,16629,
3231,6-Nov-18,Dinsdag,"13,677",54303.0,13401.0,"64,113","27,649","30,247","6,217",7291.13,16364,
3232,7-Nov-18,Woensdag,"13,412",20039.0,5321.0,"71,214","32,581","31,014","7,619",6903.71,16064,
3233,8-Nov-18,Donderdag,"12,329",48765.0,11396.0,"53,705","23,857","24,437","5,411",6526.11,14799,
3234,9-Nov-18,Vrijdag,"11,185",31520.0,9118.0,"46,138","19,036","22,037","5,065",5512.34,12966,
3235,10-Nov-18,Zaterdag,"5,542",27972.0,8022.0,"33,295","10,792","18,571","3,932",4179.23,9622,
3236,11-Nov-18,Zondag,"8,481",27058.0,7719.0,"36,490","12,828","19,178","4,484",5131.1,11839,
3237,12-Nov-18,Maandag,"15,058",1230205.0,229870.0,"60,139","24,666","29,187","6,286",7093.53,16594,
3238,13-Nov-18,Dinsdag,"12,845",28237.0,8329.0,"48,164","20,133","23,222","4,809",6472.44,15302,
3239,14-Nov-18,Woensdag,"13,017",20539.0,5687.0,"45,995","19,459","21,983","4,553",6318.1,15310,
3240,15-Nov-18,Donderdag,"12,639",143832.0,28528.0,"44,714","19,606","20,675","4,433",5604.36,13997,
3241,16-Nov-18,Vrijdag,"15,747",1101665.0,218616.0,"66,201","27,994","30,782","7,425",5287.32,12879,
3242,17-Nov-18,Zaterdag,"6,252",27267.0,7395.0,"32,608","11,230","17,242","4,136",3352.86,8324,
3243,18-Nov-18,Zondag,"9,880",27006.0,7601.0,"36,618","13,644","18,302","4,672",4214.46,10715,
3244,19-Nov-18,Maandag,"13,295",828834.0,142725.0,"55,852","23,999","25,996","5,857",6102.91,14928,
3245,20-Nov-18,Dinsdag,"12,925",561951.0,103990.0,"56,023","24,425","25,868","5,730",6405.36,14937,
3246,21-Nov-18,Woensdag,"12,533",20067.0,5240.0,"50,026","22,094","22,995","4,937",6555.04,15386,
3247,22-Nov-18,Donderdag,"11,650",21986.0,5844.0,"45,053","19,985","20,573","4,495",6329.61,14552,
3248,23-Nov-18,Vrijdag,"10,261",31770.0,8905.0,"55,528","27,090","22,701","5,737",5329.8,12991,
3249,24-Nov-18,Zaterdag,"4,300",27533.0,7591.0,"34,616","14,232","16,392","3,992",4163.6,10457,
3250,25-Nov-18,Zondag,"8,749",148535.0,26001.0,"43,599","17,935","20,463","5,201",4920.19,11979,
3251,26-Nov-18,Maandag,"14,480",1113736.0,201757.0,"66,158","31,097","28,627","6,434",7055.5,15957,
3252,27-Nov-18,Dinsdag,"13,506",25698.0,7476.0,"52,843","24,319","23,405","5,119",6922.54,15529,
3253,28-Nov-18,Woensdag,"13,297",20893.0,5511.0,"53,614","24,468","23,710","5,436",7483.26,16031,
3254,29-Nov-18,Donderdag,"12,492",20732.0,5634.0,"57,206","27,081","24,373","5,752",8541.7,16327,
3255,30-Nov-18,Vrijdag,"11,568",27655.0,7493.0,"56,150","26,681","23,572","5,897",7408.8,14292,
3256,1-Dec-18,Zaterdag,"5,985",25211.0,7027.0,"37,086","14,024","18,497","4,565",5442.24,10330,
3257,2-Dec-18,Zondag,"10,008",222058.0,133735.0,"60,299","25,772","26,982","7,545",6343.0,13041,
3258,3-Dec-18,Maandag,"15,388",578593.0,98315.0,"64,394","30,751","27,390","6,253",8920.07,17433,
3259,4-Dec-18,Dinsdag,"14,181",553438.0,87317.0,"58,846","25,825","27,371","5,650",8629.84,17128,
3260,5-Dec-18,Woensdag,"12,140",19520.0,5192.0,"50,387","22,552","22,701","5,134",7872.47,15233,
3261,6-Dec-18,Donderdag,"12,369",21532.0,5790.0,"49,802","22,287","22,402","5,113",7639.07,15475,
3262,7-Dec-18,Vrijdag,"12,990",1195366.0,203415.0,"60,501","24,233","29,270","6,998",6771.37,15188,
3263,8-Dec-18,Zaterdag,"8,007",27978.0,8003.0,"42,921","14,731","22,544","5,646",5346.29,11526,
3264,9-Dec-18,Zondag,"11,940",25670.0,7233.0,"52,849","19,995","25,620","7,234",8102.16,16593,
3265,10-Dec-18,Maandag,"17,962",1168874.0,227241.0,"76,433","34,393","33,343","8,697",11116.51,22073,
3266,11-Dec-18,Dinsdag,"16,719",53095.0,13347.0,"79,267","37,223","33,415","8,629",12361.45,22936,
3267,12-Dec-18,Woensdag,"20,387",1162263.0,261533.0,"86,675","36,261","40,993","9,421",12591.63,24440,
3268,13-Dec-18,Donderdag,"18,278",21994.0,6003.0,"75,911","33,556","33,813","8,542",12348.38,22899,
3269,14-Dec-18,Vrijdag,"15,781",1169514.0,180804.0,"74,833","30,637","35,137","9,059",12733.95,22293,
3270,15-Dec-18,Zaterdag,"10,088",27116.0,7610.0,"59,987","21,023","30,635","8,329",9954.65,19125,
3271,16-Dec-18,Zondag,"18,822",1162183.0,182989.0,"123,843","51,053","56,336","16,454",18485.92,29247,
3272,17-Dec-18,Maandag,"21,420",25580.0,7213.0,"123,090","61,600","47,780","13,710",20197.99,33073,
3273,18-Dec-18,Dinsdag,"21,922",1177771.0,181898.0,"117,628","54,548","50,062","13,018",18708.87,31753,
3274,19-Dec-18,Woensdag,"21,673",18052.0,4830.0,"118,789","55,488","50,010","13,291",18466.95,32757,
3275,20-Dec-18,Donderdag,"23,941",1199842.0,210447.0,"112,024","48,754","51,368","11,902",18090.75,32104,
3276,21-Dec-18,Vrijdag,"21,940",799764.0,144165.0,"95,502","39,068","46,053","10,381",15549.48,28074,
3277,22-Dec-18,Zaterdag,"9,401",26242.0,7059.0,"55,836","17,977","30,967","6,892",3327.57,9670,
3278,23-Dec-18,Zondag,"8,343",771594.0,122916.0,"57,134","18,657","31,205","7,272",799.02,1746,
3279,24-Dec-18,Maandag,"5,671",33881.0,10340.0,"44,268","15,418","24,056","4,794",324.57,0,
3280,25-Dec-18,Dinsdag,"2,901",35130.0,8603.0,"25,945","7,507","15,409","3,029",327.01,0,
3281,26-Dec-18,Woensdag,"4,708",18542.0,4532.0,"26,797","10,150","13,098","3,549",651.06,472,
3282,27-Dec-18,Donderdag,"10,912",1259520.0,196724.0,"52,015","20,390","25,913","5,712",5966.09,11840,
3283,28-Dec-18,Vrijdag,"10,129",18040.0,4707.0,"45,776","18,300","22,301","5,175",5750.19,12202,
3284,29-Dec-18,Zaterdag,"6,137",23152.0,7666.0,"34,376","11,368","18,554","4,454",2454.67,7591,
3285,30-Dec-18,Zondag,"6,547",25569.0,8188.0,"38,877","12,907","20,803","5,167",2039.98,6155,
3286,31-Dec-18,Maandag,"4,303",28091.0,8629.0,"59,360","15,121","37,558","6,681",0.0,0,
3287,1-Jan-19,Dinsdag,"5,119",25617.0,8460.0,"35,921","10,741","20,925","4,255",392.51,504,
3288,2-Jan-19,Woensdag,"11,660",1207342.0,261771.0,"52,979","22,186","25,500","5,293",6595.75,12751,
3289,3-Jan-19,Donderdag,"10,863",44228.0,11798.0,"42,590","18,133","20,354","4,103",6214.42,12741,
3290,4-Jan-19,Vrijdag,"10,385",21867.0,7405.0,"38,714","15,778","18,902","4,034",4891.02,10776,
3291,5-Jan-19,Zaterdag,"5,649",25486.0,8574.0,966,409,442,115,4089.51,9507,
3292,6-Jan-19,Zondag,"8,397",27285.0,9184.0,"33,803","11,827","18,110","3,866",4890.27,11541,
3293,7-Jan-19,Maandag,"17,267",1208884.0,285308.0,"59,749","25,145","28,532","6,072",6819.7,15228,
3294,8-Jan-19,Dinsdag,"13,890",48279.0,13761.0,"49,670","20,926","23,953","4,791",6485.89,14768,
3295,9-Jan-19,Woensdag,"13,298",20714.0,6590.0,"45,534","18,650","22,350","4,534",6181.74,14299,
3296,10-Jan-19,Donderdag,"12,430",27387.0,8107.0,"46,362","19,604","22,278","4,480",5637.53,13441,
3297,11-Jan-19,Vrijdag,"14,237",1236265.0,267063.0,"51,897","20,307","25,689","5,901",5104.91,13014,
3298,12-Jan-19,Zaterdag,"7,010",24405.0,8292.0,"33,734","11,273","18,311","4,150",3467.94,9387,
3299,13-Jan-19,Zondag,"10,991",24131.0,8138.0,"39,773","14,607","20,268","4,898",4659.24,12479,
3300,14-Jan-19,Maandag,"11,792",147594.0,35910.0,"47,284","20,550","22,180","4,554",6185.73,15368,
3301,15-Jan-19,Dinsdag,"12,292",1085872.0,264071.0,"57,949","22,795","29,667","5,487",6036.03,15342,
3302,16-Jan-19,Woensdag,"12,537",20395.0,6760.0,"47,409","19,375","23,317","4,717",5916.76,15258,
3303,17-Jan-19,Donderdag,"11,957",41153.0,11244.0,"43,607","18,091","21,360","4,156",5271.61,13722,
3304,18-Jan-19,Vrijdag,"10,259",27454.0,9343.0,"39,503","15,865","19,629","4,009",4266.88,11761,
3305,19-Jan-19,Zaterdag,"5,357",27193.0,9211.0,"30,050","9,430","17,185","3,435",3091.48,8560,
3306,20-Jan-19,Zondag,"8,150",27128.0,9136.0,"33,679","11,494","18,291","3,894",3787.44,10530,
3307,21-Jan-19,Maandag,"13,417",150068.0,34505.0,"57,960","25,685","26,683","5,592",6552.18,15349,
